EMS_CALL_IDENTIFIER,VQ_COLOR_t1,VQ_COLOR_t2,VQ_COLOR_t3,VQ_COLOR_t4,VQ_COLOR_t5,VQ_COLOR_t6,VQ_COLOR_t7,VQ_COLOR_t8,VQ_COLOR_CALLS
1515589902259,-1,-1,-1,-1,-1,2,-1,2,2
1515589908526,-1,-1,3,3,3,-1,3,2,2
1515589938346,-1,-1,-1,-1,2,-1,2,2,2
1515589970408,3,3,3,3,3,3,3,3,3
1515589990946,-1,-1,2,-1,2,2,2,2,2
1515590003337,3,3,3,3,3,3,3,3,3
1515590086155,-1,-1,-1,-1,-1,3,2,2,2
1515590105402,-1,-1,2,2,2,2,2,2,2
1515590111833,-1,-1,2,2,2,2,2,2,2
1515590169544,-1,-1,-1,-1,-1,2,-1,2,2
1515590258248,-1,-1,-1,-1,2,-1,2,3,2
1515590281885,-1,-1,-1,2,-1,2,2,2,2
1515590284345,-1,-1,2,2,2,2,2,2,2
1515590286523,-1,-1,-1,-1,-1,2,2,2,2
1515590312563,-1,-1,-1,-1,-1,2,1,2,2
1515590389695,3,3,3,3,3,3,3,3,3
1515590437547,-1,-1,-1,2,2,2,2,2,2
1515590453149,-1,-1,-1,-1,-1,2,2,2,2
1515590459997,-1,-1,2,2,2,2,2,2,2
1515590479584,-1,-1,-1,2,2,2,2,2,2
1515590490132,-1,-1,2,-1,-1,2,2,2,2
1515590500832,-1,-1,2,2,2,2,2,2,2
1515590536822,-1,-1,-1,-1,-1,-1,2,2,2
1515590537977,-1,-1,-1,-1,2,2,2,2,2
1515590563839,-1,-1,-1,-1,-1,-1,2,2,2
1515590564966,-1,-1,-1,2,-1,2,2,2,2
1515590573852,-1,-1,2,2,2,2,2,2,2
1515590583888,-1,-1,-1,-1,2,2,2,2,2
1515590625500,-1,-1,-1,-1,-1,2,2,2,2
1515590695018,-1,-1,2,2,2,2,2,2,2
1515590732782,-1,-1,-1,2,2,2,-1,2,2
1515590774824,-1,-1,-1,2,2,2,2,2,2
1515590781388,-1,-1,-1,-1,2,2,2,2,2
1515590842058,-1,-1,2,2,2,2,2,2,2
1515590876979,-1,-1,2,2,2,2,2,2,2
1515590887232,-1,-1,-1,-1,-1,2,2,2,2
1515590891020,-1,-1,-1,-1,2,2,2,2,2
1515591199498,3,3,3,3,3,3,3,3,3
1515591205942,-1,-1,-1,2,2,-1,-1,2,2
1515591212689,-1,-1,-1,-1,2,2,2,-1,2
1515591238681,-1,-1,-1,2,2,2,2,2,2
1515591352075,-1,-1,-1,-1,-1,2,2,2,2
1515591365013,3,3,3,3,3,3,3,3,3
1515591369273,-1,-1,2,-1,2,2,3,2,2
1515591398144,-1,-1,2,2,2,2,2,2,2
1515591410142,-1,-1,2,2,2,2,2,2,2
1515591410730,-1,-1,-1,-1,-1,-1,2,2,2
1515591411838,-1,-1,-1,-1,2,2,2,-1,2
1515591412694,3,3,3,3,3,3,3,3,3
1515591421880,3,3,3,3,3,3,3,3,3
1515591461688,3,3,3,3,3,3,3,3,3
1515591474887,3,3,3,3,3,3,3,3,3
1515591486847,3,3,3,3,3,3,3,3,3
1515591498765,-1,-1,-1,-1,2,2,2,2,2
1515591622538,3,3,3,3,3,3,3,3,3
1515591676189,-1,-1,2,3,3,2,2,2,1
1515591683544,-1,-1,-1,-1,2,2,2,2,2
1515591718470,-1,-1,2,-1,2,2,2,2,2
1515591782310,-1,-1,-1,2,2,2,2,2,2
1515591786374,-1,-1,-1,-1,-1,-1,2,2,2
1515591793579,-1,-1,-1,-1,-1,-1,2,2,2
1515591833335,-1,-1,-1,-1,-1,-1,2,2,1
1515591857898,-1,-1,-1,-1,2,2,2,2,2
1515591919693,-1,-1,-1,-1,-1,-1,2,2,2
1515591920871,-1,-1,-1,2,2,-1,2,2,2
1515591959106,-1,-1,-1,-1,-1,2,2,2,2
1515591969786,-1,-1,-1,-1,-1,-1,-1,-1,2
1515591973556,-1,-1,-1,-1,-1,-1,2,2,2
1515591974746,-1,-1,-1,-1,-1,-1,3,2,2
1515592010382,3,3,3,3,3,3,3,3,3
1515592013713,-1,-1,2,-1,2,-1,2,2,2
1515592018914,3,3,3,3,3,3,3,3,3
1515592104965,-1,-1,-1,2,2,2,2,2,2
1515592125991,3,3,3,3,3,3,3,3,3
1515592134213,3,3,3,3,3,3,3,3,3
1515592138504,-1,-1,-1,2,-1,2,2,2,2
1515592157154,-1,-1,-1,-1,-1,2,2,2,2
1515592212491,3,3,3,3,3,3,3,3,3
1515592226200,3,3,3,3,3,3,3,3,3
1515592333879,-1,-1,-1,-1,2,2,2,2,2
1515592334574,-1,-1,-1,-1,-1,2,2,2,2
1515592448286,-1,-1,-1,-1,-1,-1,2,2,2
1515592457924,-1,-1,2,2,2,2,2,2,2
1515592499150,3,3,3,3,3,3,3,3,3
1515592535855,3,3,3,3,3,3,3,3,3
1515592571759,-1,-1,-1,-1,2,2,2,2,2
1515592575026,-1,-1,-1,2,-1,-1,2,2,2
1515592603072,-1,-1,-1,-1,-1,-1,2,2,2
1515592613303,-1,-1,-1,-1,0,-1,2,0,0
1515592620323,-1,-1,2,2,2,2,2,2,2
1515592654784,-1,-1,2,-1,2,2,2,2,2
1515592684662,-1,-1,-1,-1,-1,-1,2,2,2
1515592745139,-1,-1,2,2,2,2,2,2,2
1515592777644,-1,-1,-1,-1,2,2,2,2,2
1515592823021,-1,-1,-1,-1,-1,-1,2,2,2
1515592851553,-1,-1,-1,-1,-1,-1,2,2,2
1515592852622,-1,-1,-1,2,2,2,-1,2,2
1515592899562,-1,-1,2,2,2,2,2,2,2
1515592938559,-1,-1,-1,-1,2,2,2,2,2
1515592951418,3,3,3,3,3,3,3,3,3
1515592962084,-1,-1,-1,-1,2,2,2,2,2
1515592969876,3,3,3,3,3,3,3,3,3
1515593008431,-1,-1,-1,-1,2,2,2,2,2
1515593036439,-1,-1,-1,-1,-1,-1,2,2,2
1515593037596,-1,-1,-1,-1,2,2,2,-1,2
1515593055386,-1,-1,-1,-1,-1,-1,2,2,2
1515593056531,-1,-1,-1,-1,-1,-1,2,2,2
1515593079504,-1,-1,-1,-1,-1,-1,2,2,2
1515593080627,-1,-1,-1,-1,-1,2,2,2,2
1515593197040,-1,-1,3,3,-1,2,2,2,2
1515593262838,-1,-1,-1,-1,-1,-1,2,2,2
1515593309830,-1,-1,-1,-1,-1,2,2,2,2
1515593336485,-1,-1,-1,2,-1,2,2,2,2
1515593391228,-1,-1,2,-1,2,2,2,2,2
1515593423218,-1,-1,-1,-1,-1,2,2,2,2
1515593481766,-1,-1,-1,-1,2,2,2,2,2
1515593536786,-1,-1,-1,2,-1,2,2,2,2
1515593559826,-1,-1,-1,2,2,2,2,2,2
1515593629873,-1,-1,3,3,3,-1,3,2,2
1515593684503,-1,-1,3,3,-1,3,-1,2,2
1515593763834,-1,-1,2,2,2,2,2,2,1
1515593767118,-1,-1,-1,-1,-1,-1,2,2,2
1515593768293,-1,-1,-1,2,2,-1,-1,2,2
1515593778288,-1,-1,2,2,2,2,2,2,1
1515593807917,-1,-1,2,2,2,2,2,2,2
1515593864823,-1,-1,2,2,2,2,2,2,2
1515593903065,-1,-1,-1,-1,-1,-1,-1,3,2
1515593927176,-1,-1,2,2,2,2,2,2,2
1515593983936,-1,-1,-1,2,2,2,2,2,2
1515594043094,-1,-1,-1,-1,2,2,2,2,2
1515594067804,3,3,3,3,3,3,3,3,3
1515594287120,3,3,3,3,3,3,3,3,3
1515594305349,-1,-1,-1,-1,-1,-1,2,2,2
1515594306500,-1,-1,-1,2,2,2,-1,2,2
1515594342166,-1,-1,-1,2,2,2,2,2,2
1515594347688,-1,-1,-1,-1,-1,-1,2,2,2
1515594348838,-1,-1,-1,2,-1,2,2,2,1
1515594360401,-1,-1,-1,-1,-1,-1,2,2,2
1515594361470,-1,-1,-1,-1,-1,-1,-1,-1,2
1515594374747,-1,-1,-1,-1,2,-1,-1,2,2
1515594420853,3,3,3,3,3,3,3,3,3
1515594445309,3,3,3,3,3,3,3,3,3
1515594471870,-1,-1,2,2,2,2,2,2,2
1515594667252,-1,-1,-1,-1,2,2,2,2,2
1515594713916,3,3,3,3,3,3,3,3,3
1515594738073,-1,-1,2,2,2,2,2,2,2
1515594764500,-1,-1,-1,-1,3,2,2,2,2
1515594764926,-1,-1,2,-1,-1,2,2,2,2
1515594803337,-1,-1,2,-1,2,2,2,2,2
1515594804197,-1,-1,-1,-1,-1,2,2,2,2
1515594805241,-1,-1,-1,-1,-1,-1,2,2,2
1515594877887,-1,-1,-1,-1,-1,2,2,2,2
1515594882304,-1,-1,3,3,3,-1,3,-1,2
1515594935993,-1,-1,2,2,2,2,2,2,2
1515595020924,-1,-1,-1,-1,2,2,2,2,2
1515595057823,3,3,3,3,3,3,3,3,3
1515595078921,-1,-1,-1,-1,-1,2,2,2,2
1515595116006,-1,-1,-1,-1,-1,-1,2,2,2
1515595117167,-1,-1,-1,-1,2,2,-1,-1,2
1515595124598,3,3,3,3,3,3,3,3,3
1515595133002,-1,-1,-1,2,2,2,2,2,2
1515595148166,-1,-1,-1,-1,-1,-1,2,2,2
1515595149342,-1,-1,-1,-1,3,2,-1,-1,2
1515595168507,-1,-1,2,-1,-1,2,2,3,2
1515595192016,-1,-1,-1,-1,2,2,2,2,2
1515595205830,-1,-1,-1,-1,-1,2,2,2,2
1515595218894,-1,-1,-1,-1,-1,-1,2,2,2
1515595220018,-1,-1,-1,2,2,-1,-1,2,2
1515595224194,-1,-1,-1,-1,2,2,2,2,2
1515595224273,-1,-1,-1,-1,2,2,2,2,2
1515595282616,-1,-1,-1,2,-1,2,2,2,2
1515595322891,-1,-1,2,-1,-1,2,2,2,2
1515595323992,-1,-1,2,2,2,2,2,2,2
1515595337481,-1,-1,2,2,2,2,2,2,2
1515595449653,-1,-1,-1,2,2,-1,2,2,2
1515595486252,-1,-1,2,-1,2,2,2,2,2
1515595728301,-1,-1,2,2,2,2,2,2,2
1515595731983,3,3,3,3,3,3,3,3,3
1515595809412,-1,-1,-1,2,-1,2,2,2,2
1515595810538,-1,-1,-1,2,2,2,2,2,2
1515595943808,-1,-1,-1,-1,-1,-1,2,2,2
1515595944986,-1,-1,-1,2,2,-1,2,2,2
1515595991670,3,3,3,3,3,3,3,3,3
1515596079551,-1,-1,2,2,2,2,2,2,2
1515596189483,-1,-1,2,2,2,2,2,2,2
1515596192148,-1,-1,-1,-1,2,2,2,2,2
1515596309944,3,3,3,3,3,3,3,3,3
1515596422673,-1,-1,-1,-1,-1,2,2,2,2
1515596546952,-1,-1,2,2,2,2,2,2,2
1515596670574,-1,-1,-1,-1,2,2,2,2,2
1515596728470,-1,-1,2,2,2,2,2,2,2
1515596739062,-1,-1,-1,-1,2,2,2,2,2
1515596791616,-1,-1,2,2,2,2,2,2,2
1515596822132,3,3,3,3,3,3,3,3,3
1515596828003,-1,-1,2,2,2,2,2,2,2
1515596873733,3,3,3,3,3,3,3,3,3
1515596934017,3,3,3,3,3,3,3,3,3
1515596934968,-1,-1,2,2,2,2,2,2,2
1515597074991,-1,-1,-1,2,2,2,2,2,2
1515597164713,-1,-1,2,2,2,2,2,2,2
1515597394669,-1,-1,-1,-1,-1,-1,-1,2,2
1515597403341,-1,-1,2,2,2,2,2,2,2
1515597473317,-1,-1,3,2,2,2,2,2,2
1515597787508,-1,-1,-1,-1,-1,-1,-1,2,2
1515597884748,3,3,3,3,3,3,3,3,3
1515597912986,-1,-1,-1,-1,2,2,3,2,2
1515598135560,-1,-1,-1,-1,-1,-1,2,2,2
1515598218666,3,3,3,3,3,3,3,3,3
1515598276984,-1,-1,-1,-1,-1,-1,2,2,2
1515598278139,-1,-1,-1,-1,2,2,-1,-1,2
1515598309215,-1,-1,2,2,2,2,2,2,2
1515598429703,3,3,3,3,3,3,3,3,3
1515598550454,-1,-1,-1,-1,2,2,2,2,2
1515598581495,-1,-1,2,2,2,2,2,2,2
1515598691577,-1,-1,-1,-1,-1,-1,2,0,1
1515598727964,-1,-1,-1,2,2,2,2,2,2
1515598766694,-1,-1,2,2,2,2,2,2,2
1515598847326,-1,-1,2,2,2,2,2,2,2
1515599013967,-1,-1,2,-1,2,2,2,2,2
1515599039958,3,3,3,3,3,3,3,3,3
1515599054051,3,3,3,3,3,3,3,3,3
1515599083785,-1,-1,2,-1,2,2,2,2,2
1515599101887,-1,-1,2,2,2,2,2,2,2
1515599157388,3,3,3,3,3,3,3,3,3
1515599237940,3,3,3,3,3,3,3,3,3
1515599242097,-1,-1,-1,-1,2,2,2,2,2
1515599248714,-1,-1,-1,-1,-1,2,2,3,2
1515599323173,3,3,3,3,3,3,3,3,3
1515599361044,3,3,3,3,3,3,3,3,3
1515599403137,-1,-1,2,2,2,2,2,2,2
1515599477654,-1,-1,-1,-1,2,2,2,2,2
1515599485164,-1,-1,2,-1,-1,2,2,2,2
1515599535391,-1,-1,-1,2,2,2,2,2,2
1515599576617,-1,-1,2,2,2,2,2,2,2
1515599638761,3,3,3,3,3,3,3,3,3
1515599662928,-1,-1,2,2,2,2,2,2,2
1515599727784,-1,-1,-1,-1,2,2,2,2,2
1515599749898,-1,-1,2,2,2,2,2,2,2
1515599791421,-1,-1,-1,2,2,2,2,2,2
1515599847819,-1,-1,-1,2,2,2,2,2,2
1515599869757,-1,-1,-1,-1,-1,2,2,2,2
1515599994721,-1,-1,-1,2,-1,2,2,2,2
1515600016925,-1,-1,2,0,1,0,1,2,2
1515600039877,-1,-1,3,-1,2,2,2,2,2
1515600070520,-1,-1,-1,-1,3,2,2,2,2
1515600120792,-1,-1,-1,2,2,-1,-1,2,2
1515600368081,-1,-1,-1,-1,2,2,2,2,2
1515600383065,-1,-1,-1,2,2,2,2,2,2
1515600395234,-1,-1,-1,2,2,2,2,2,2
1515600536428,-1,-1,-1,-1,-1,2,2,2,2
1515600565413,-1,-1,-1,-1,-1,2,2,2,2
1515600829532,3,3,3,3,3,3,3,3,3
1515600860980,-1,-1,-1,-1,-1,-1,2,2,2
1515600997510,-1,-1,-1,-1,2,2,2,2,2
1515601129800,-1,-1,-1,2,2,2,2,2,2
1515601163143,-1,-1,-1,-1,-1,-1,2,2,2
1515601272942,3,3,3,3,3,3,3,3,3
1515601313956,-1,-1,2,-1,-1,2,2,2,2
1515601370699,-1,-1,2,2,2,2,2,2,2
1515601466046,-1,-1,-1,-1,-1,2,2,2,2
1515601467304,-1,-1,2,2,2,2,2,2,2
1515601636041,3,3,3,3,3,3,3,3,3
1515601729047,-1,-1,-1,2,-1,2,2,2,2
1515601742792,-1,-1,-1,2,2,2,2,2,2
1515602133156,-1,-1,-1,-1,-1,0,2,1,1
1515602310187,-1,-1,-1,-1,2,2,2,2,2
1515602339741,-1,-1,-1,2,2,2,2,2,2
1515602357020,-1,-1,2,2,2,2,2,2,2
1515602507566,-1,-1,-1,2,-1,2,2,2,2
1515602578644,-1,-1,-1,2,2,2,2,2,2
1515602587986,-1,-1,-1,-1,-1,-1,2,2,2
1515602589078,-1,-1,-1,2,2,2,-1,2,2
1515602796892,-1,-1,-1,-1,2,2,2,2,2
1515602874086,-1,-1,2,-1,-1,2,2,2,2
1515603014730,-1,-1,-1,-1,-1,0,2,0,0
1515603142543,-1,-1,-1,2,2,2,2,2,2
1515603694770,-1,-1,-1,2,2,2,2,2,2
1515604181379,-1,-1,2,-1,2,2,2,2,2
1515604428868,3,3,3,3,3,3,3,3,3
1515604452397,-1,-1,2,2,2,2,2,2,2
1515604798025,-1,-1,-1,-1,2,2,2,2,2
1515604863313,-1,-1,2,2,2,2,2,2,2
1515605521273,-1,-1,2,-1,2,2,2,2,2
1515605598256,-1,-1,-1,2,-1,2,2,2,2
1515605978209,-1,-1,3,-1,3,3,3,2,2
1515606228596,-1,-1,-1,-1,-1,-1,2,2,2
1515606229768,-1,-1,-1,-1,2,2,2,2,2
1515606628878,-1,-1,2,2,2,2,2,2,2
1515606658190,-1,-1,-1,2,2,2,2,2,2
1515607197875,-1,-1,-1,-1,-1,2,2,2,2
1515608687873,-1,-1,-1,-1,-1,-1,2,2,2
1515610190843,-1,-1,-1,2,2,2,2,2,2
1515612979448,-1,-1,-1,-1,2,2,2,2,2
1515613246099,-1,-1,-1,-1,2,2,2,2,2
1515613687994,-1,-1,-1,2,-1,2,2,2,2
1515614200277,3,3,3,3,3,3,3,3,3
1515614212566,-1,-1,-1,-1,2,2,2,2,2
1515616785929,-1,-1,2,2,2,2,2,2,2
1515618147730,-1,-1,-1,-1,-1,-1,2,2,2
1515618148907,-1,-1,-1,2,-1,-1,2,2,2
1515619571046,-1,-1,-1,-1,-1,-1,2,2,2
1515622802505,-1,-1,2,-1,-1,2,2,2,2
1515632384620,-1,-1,2,2,2,2,2,2,2
1515632502791,3,3,3,3,3,3,3,3,3
1515637602157,-1,-1,2,2,2,2,2,2,2
1515637726832,-1,-1,2,2,2,2,2,2,2
1515643425682,-1,-1,-1,-1,-1,-1,2,2,2
1515643426819,-1,-1,-1,-1,2,2,2,2,2
1515648510262,-1,-1,2,2,2,2,2,2,2
1515649001404,-1,-1,-1,2,-1,2,3,2,2
1515649036696,-1,-1,-1,-1,-1,2,2,2,2
1515649310400,-1,-1,-1,-1,2,2,2,2,2
1515650138686,-1,-1,-1,-1,2,2,2,2,2
1515650476720,-1,-1,2,2,2,2,2,2,2
1515650769430,-1,-1,2,-1,2,2,2,2,2
1515650774048,-1,-1,-1,-1,-1,2,2,2,2
1515650853013,-1,-1,-1,2,2,2,2,2,2
1515650924909,-1,-1,-1,-1,-1,2,2,2,2
1515651268840,-1,-1,2,2,2,2,2,2,2
1515651349146,3,3,3,3,3,3,3,3,3
1515651369470,3,3,3,3,3,3,3,3,3
1515651379463,3,3,3,3,3,3,3,3,3
1515651467545,-1,-1,-1,-1,2,2,2,2,2
1515651504631,-1,-1,2,2,2,2,2,2,2
1515651690168,-1,-1,2,2,2,2,2,2,2
1515651723649,3,3,3,3,3,3,3,3,3
1515651891387,-1,-1,2,2,2,2,2,2,2
1515651903850,3,3,3,3,3,3,3,3,3
1515652198370,-1,-1,2,2,2,2,2,2,2
1515652228430,-1,-1,2,2,2,2,2,2,2
1515652457341,-1,-1,-1,-1,2,2,2,2,2
1515652497023,-1,-1,2,2,2,2,2,2,2
1515652509777,-1,-1,-1,-1,2,2,2,2,2
1515652536196,-1,-1,-1,2,2,2,2,2,2
1515652629716,-1,-1,3,2,2,2,2,2,2
1515652637703,-1,-1,-1,-1,-1,-1,2,2,2
1515652638903,-1,-1,-1,2,2,2,2,2,2
1515652699101,-1,-1,-1,-1,-1,-1,2,2,2
1515652700288,-1,-1,-1,2,2,2,-1,2,2
1515652742504,-1,-1,-1,2,2,2,2,2,0
1515652811344,-1,-1,-1,-1,2,2,2,2,2
1515653169230,-1,-1,-1,-1,2,2,2,2,2
1515653232432,-1,-1,-1,2,-1,2,2,2,2
1515653378367,-1,-1,-1,-1,2,2,2,2,2
1515653400470,-1,-1,-1,-1,2,2,2,2,2
1515653421418,3,3,3,3,3,3,3,3,3
1515653456639,-1,-1,-1,-1,2,2,2,2,2
1515653493739,-1,-1,2,2,2,2,2,2,2
1515653588788,-1,-1,2,2,2,2,2,2,2
1515653625058,-1,-1,-1,-1,2,-1,2,2,2
1515653630139,-1,-1,-1,-1,-1,2,2,2,2
1515653892453,-1,-1,-1,-1,2,2,2,2,2
1515653926682,-1,-1,2,2,2,2,2,2,2
1515653962005,-1,-1,-1,-1,-1,2,3,2,2
1515653976113,-1,-1,-1,-1,2,2,-1,2,2
1515654011804,-1,-1,2,2,2,2,2,2,1
1515654062982,-1,-1,2,2,2,2,2,2,1
1515654162110,-1,-1,-1,-1,-1,2,2,2,2
1515654219706,3,3,3,3,3,3,3,3,3
1515654337781,-1,-1,2,-1,2,2,2,2,2
1515654471161,3,3,3,3,3,3,3,3,3
1515654602873,-1,-1,2,2,2,2,2,2,2
1515654612487,-1,-1,2,2,2,2,2,2,2
1515654728994,-1,-1,2,2,2,2,2,2,2
1515654825250,-1,-1,2,2,2,2,2,2,2
1515654875293,-1,-1,2,2,2,2,2,2,2
1515654886011,-1,-1,-1,-1,-1,2,2,2,2
1515655005739,-1,-1,-1,-1,-1,2,2,2,2
1515655132404,-1,-1,2,-1,-1,2,2,2,2
1515655139982,-1,-1,2,-1,2,2,2,2,2
1515655140644,-1,-1,-1,-1,-1,-1,2,2,2
1515655158308,-1,-1,2,-1,2,-1,2,2,2
1515655232984,-1,-1,-1,-1,-1,-1,2,2,2
1515655270848,-1,-1,-1,-1,-1,-1,2,2,2
1515655310403,-1,-1,-1,2,-1,2,2,2,2
1515655322000,-1,-1,-1,-1,-1,-1,2,2,2
1515655353305,-1,-1,2,-1,2,-1,2,2,2
1515655361075,-1,-1,-1,-1,-1,-1,2,2,2
1515655370350,-1,-1,-1,-1,2,2,2,2,2
1515655383401,3,3,3,3,3,3,3,3,3
1515655414969,-1,-1,-1,-1,-1,2,2,2,2
1515655436263,-1,-1,-1,-1,2,2,2,2,2
1515655449799,-1,-1,2,2,2,2,2,2,2
1515655477757,-1,-1,2,2,2,2,2,2,2
1515655487945,-1,-1,-1,-1,2,2,2,2,2
1515655533247,3,3,3,3,3,3,3,3,3
1515655543390,-1,-1,2,2,2,2,2,2,2
1515655592445,-1,-1,-1,-1,-1,2,2,2,2
1515655666956,-1,-1,-1,2,2,2,-1,2,2
1515655677161,3,3,3,3,3,3,3,3,3
1515655689036,-1,-1,-1,-1,-1,2,2,2,2
1515655693842,3,3,3,3,3,3,3,3,3
1515655735788,-1,-1,-1,-1,2,-1,2,2,2
1515655741104,3,3,3,3,3,3,3,3,3
1515655796036,3,3,3,3,3,3,3,3,3
1515655799331,-1,-1,-1,2,2,2,-1,2,2
1515655865020,3,3,3,3,3,3,3,3,3
1515655868593,-1,-1,-1,-1,2,2,2,2,2
1515655874959,-1,-1,-1,-1,-1,2,2,2,2
1515655939352,-1,-1,2,2,2,2,2,2,2
1515655958289,-1,-1,-1,-1,2,2,2,2,2
1515655993582,-1,-1,-1,-1,2,2,2,2,2
1515656058194,-1,-1,-1,-1,-1,2,2,2,2
1515656246824,3,3,3,3,3,3,3,3,3
1515656280419,3,3,3,3,3,3,3,3,3
1515656297581,3,3,3,3,3,3,3,3,3
1515656305840,-1,-1,2,2,2,2,2,2,2
1515656324962,-1,-1,-1,2,2,2,2,2,2
1515656348974,-1,-1,-1,-1,-1,2,2,2,2
1515656364143,-1,-1,2,2,2,2,2,2,2
1515656430312,-1,-1,-1,-1,2,-1,2,2,2
1515656450440,-1,-1,-1,2,2,2,2,2,2
1515656473254,-1,-1,-1,-1,-1,3,3,2,2
1515656475587,-1,-1,2,2,2,2,2,2,2
1515656490558,-1,-1,-1,-1,-1,-1,2,2,2
1515656530260,-1,-1,2,-1,2,2,2,2,2
1515656702542,-1,-1,-1,2,-1,2,2,2,2
1515656714486,-1,-1,-1,-1,2,2,2,2,2
1515656748991,-1,-1,2,-1,-1,2,2,2,2
1515656803270,-1,-1,2,-1,-1,2,2,2,2
1515656810747,-1,-1,-1,-1,2,2,2,2,2
1515656929308,-1,-1,2,2,2,2,2,2,2
1515656963707,-1,-1,2,2,2,2,2,2,2
1515657135631,-1,-1,-1,-1,2,2,2,2,2
1515657140988,3,3,3,3,3,3,3,3,3
1515657168162,-1,-1,-1,-1,2,2,2,2,2
1515657196572,-1,-1,2,2,-1,2,2,2,2
1515657265522,-1,-1,-1,-1,2,2,2,2,2
1515657303428,-1,-1,2,2,2,2,2,2,2
1515657305156,-1,-1,-1,2,2,2,2,2,2
1515657319108,-1,-1,-1,2,2,2,2,2,2
1515657379673,3,3,3,3,3,3,3,3,3
1515657408914,-1,-1,2,2,2,2,2,2,2
1515657410270,-1,-1,-1,-1,-1,-1,2,2,2
1515657411420,-1,-1,-1,-1,-1,-1,-1,-1,2
1515657413310,-1,-1,-1,-1,2,2,2,2,2
1515657484736,-1,-1,-1,-1,-1,2,2,2,2
1515657515463,-1,-1,-1,-1,-1,2,2,2,2
1515657516611,-1,-1,2,2,2,2,2,2,2
1515657525723,-1,-1,2,2,2,2,2,2,2
1515657542731,-1,-1,-1,2,-1,2,2,2,2
1515657569086,-1,-1,-1,-1,-1,2,2,2,2
1515657623149,-1,-1,-1,-1,2,2,2,2,2
1515657693411,-1,-1,2,2,2,2,2,2,2
1515657694311,-1,-1,2,2,2,2,2,2,2
1515657704003,3,3,3,3,3,3,3,3,3
1515657704641,-1,-1,-1,2,2,2,2,2,2
1515657722663,-1,-1,2,2,2,2,2,2,2
1515657785371,-1,-1,-1,-1,2,2,2,2,2
1515657886275,-1,-1,-1,-1,-1,-1,2,2,2
1515657898206,-1,-1,2,2,2,2,2,2,2
1515657948654,3,3,3,3,3,3,3,3,3
1515657952904,-1,-1,-1,2,2,2,2,2,2
1515657961193,3,3,3,3,3,3,3,3,3
1515658118045,3,3,3,3,3,3,3,3,3
1515658131244,-1,-1,-1,-1,2,2,2,2,2
1515658144308,-1,-1,-1,2,2,2,2,2,2
1515658209042,-1,-1,-1,-1,-1,2,2,2,2
1515658248437,-1,-1,2,2,2,2,2,2,2
1515658301767,-1,-1,-1,-1,2,2,2,2,2
1515658329135,-1,-1,-1,-1,-1,-1,2,2,2
1515658341990,-1,-1,-1,-1,2,2,2,2,2
1515658377904,-1,-1,-1,-1,2,2,2,2,2
1515658436183,-1,-1,-1,-1,-1,2,2,2,2
1515658439320,3,3,3,3,3,3,3,3,3
1515658480972,-1,-1,2,2,2,2,2,2,2
1515658487121,-1,-1,2,2,2,2,2,2,2
1515658534126,-1,-1,-1,-1,-1,2,2,2,2
1515658550994,-1,-1,-1,-1,-1,2,2,2,2
1515658554495,-1,-1,2,2,2,2,2,2,2
1515658574719,3,3,3,3,3,3,3,3,3
1515658637801,-1,-1,-1,-1,-1,2,2,2,2
1515658654847,-1,-1,-1,-1,-1,2,2,2,2
1515658672780,-1,-1,-1,-1,-1,-1,2,2,2
1515658673905,-1,-1,-1,-1,2,2,-1,2,2
1515658692945,-1,-1,2,-1,2,-1,2,2,2
1515658724016,-1,-1,-1,-1,-1,3,3,-1,2
1515658796214,3,3,3,3,3,3,3,3,3
1515658862953,-1,-1,2,2,2,2,2,2,2
1515658927665,-1,-1,-1,2,2,2,2,2,2
1515658931155,-1,-1,-1,2,-1,2,2,2,2
1515658974487,-1,-1,-1,2,2,2,2,2,2
1515659001494,-1,-1,-1,-1,2,2,2,2,2
1515659007987,-1,-1,-1,-1,-1,-1,-1,2,2
1515659014776,-1,-1,-1,2,-1,2,2,2,2
1515659025791,-1,-1,-1,-1,-1,-1,2,2,2
1515659026921,-1,-1,-1,-1,2,2,2,-1,2
1515659028231,-1,-1,-1,-1,-1,2,2,2,2
1515659233899,-1,-1,-1,-1,2,2,2,2,2
1515659253565,-1,-1,2,2,2,2,2,2,2
1515659278311,-1,-1,-1,-1,-1,-1,2,2,2
1515659279472,-1,-1,-1,-1,-1,2,-1,2,2
1515659302373,-1,-1,-1,-1,-1,-1,2,2,2
1515659303521,-1,-1,-1,-1,2,2,2,2,2
1515659306486,-1,-1,-1,2,2,2,2,2,2
1515659396665,-1,-1,-1,2,0,2,0,2,0
1515659422537,3,3,3,3,3,3,3,3,3
1515659423737,-1,-1,2,2,2,2,2,2,2
1515659445719,3,3,3,3,3,3,3,3,3
1515659462829,-1,-1,2,-1,-1,2,2,2,2
1515659462844,3,3,3,3,3,3,3,3,3
1515659526390,-1,-1,-1,2,-1,2,2,2,2
1515659527511,-1,-1,-1,2,2,2,2,2,2
1515659528018,-1,-1,2,2,2,2,2,2,2
1515659537540,-1,-1,-1,-1,2,2,2,2,2
1515659539216,-1,-1,-1,-1,-1,3,3,2,2
1515659556768,3,3,3,3,3,3,3,3,3
1515659566196,-1,-1,-1,-1,2,2,2,2,2
