EMS_CALL_IDENTIFIER,VQ_COLOR_t1,VQ_COLOR_t2,VQ_COLOR_t3,VQ_COLOR_t4,VQ_COLOR_t5,VQ_COLOR_t6,VQ_COLOR_t7,VQ_COLOR_t8,VQ_COLOR_CALLS
1515305267597,3,3,3,3,2,3,2,2,2
1515305295436,3,3,3,3,3,2,3,2,2
1515305827757,3,3,3,3,3,3,2,2,2
1515305890886,3,3,3,3,3,2,2,3,2
1515305970862,3,3,3,3,3,2,2,2,2
1515306005243,3,3,3,3,2,3,2,2,2
1515306026666,3,3,3,3,3,3,3,3,2
1515306082667,3,3,3,3,3,3,2,3,2
1515306083779,3,3,3,2,2,2,2,2,2
1515306723637,3,3,3,3,3,3,2,2,2
1515307307655,3,3,3,3,3,3,3,2,2
1515307468411,3,3,3,3,3,2,2,2,3
1515307660670,3,3,3,3,3,3,3,3,2
1515307739841,3,3,3,3,3,3,3,3,2
1515307757790,3,3,3,2,3,2,2,2,2
1515308172670,3,3,2,3,3,3,3,3,2
1515308256197,3,3,3,3,3,2,2,2,3
1515308271712,3,3,3,3,3,2,2,2,3
1515308439899,3,3,3,3,3,2,2,2,3
1515308456128,3,3,3,3,3,3,3,2,2
1515308469074,3,3,3,3,3,2,2,2,3
1515308487368,3,3,3,3,2,2,2,2,2
1515308510821,3,3,3,3,3,2,2,2,3
1515308529557,3,3,2,2,2,3,2,3,2
1515308618022,3,3,2,2,2,2,2,2,2
1515308628215,3,3,3,3,3,2,2,2,3
1515308665365,3,3,3,3,3,2,2,2,2
1515308904094,3,3,3,3,3,2,2,2,3
1515309049660,3,3,3,3,2,2,3,2,2
1515309055675,3,3,3,3,3,2,3,2,2
1515309058866,3,3,3,3,3,3,2,2,2
1515309067000,3,3,3,2,2,3,2,2,2
1515309396152,3,3,3,3,3,3,2,2,2
1515309473489,3,3,3,3,3,3,3,2,2
1515309514944,3,3,3,3,3,3,3,3,2
1515309554934,3,3,3,3,2,3,2,2,2
1515309566141,3,3,3,3,2,3,2,2,2
1515309766832,3,3,3,2,3,2,2,2,2
1515309851902,3,3,3,3,3,3,2,2,2
1515309914384,3,3,3,2,2,2,2,2,2
1515309944557,3,3,3,3,3,3,2,2,2
1515309978718,3,3,3,3,3,3,3,3,2
1515309983809,3,3,3,3,3,2,3,3,2
1515310003479,3,3,3,3,3,3,3,2,2
1515310004615,3,3,3,3,2,2,2,3,2
1515310005724,3,3,3,3,3,3,3,2,2
1515310115610,3,3,3,3,3,2,2,2,2
1515310183995,3,3,3,3,3,3,2,3,2
1515310185109,3,3,3,2,2,2,2,2,2
1515310243385,3,3,2,2,2,2,2,2,2
1515310257643,3,3,3,3,3,2,2,2,3
1515310280907,3,3,3,3,3,3,2,2,3
1515310346069,3,3,3,3,3,3,3,3,2
1515310490230,3,3,3,2,3,2,2,2,2
1515310547824,3,3,3,3,3,3,3,2,2
1515310560545,3,3,3,3,2,2,2,2,3
1515310570579,3,3,3,2,2,2,2,2,2
1515310579403,3,3,3,2,2,3,2,3,2
1515310622779,3,3,3,3,2,3,2,2,2
1515310672284,3,3,3,3,2,2,3,3,3
1515310802474,3,3,3,3,2,2,2,2,2
1515310963037,3,3,3,3,2,2,2,2,3
1515310963329,3,3,3,3,2,3,3,2,2
1515311001447,3,3,3,2,3,3,2,2,2
1515311040054,3,3,3,3,3,2,2,2,3
1515311093447,3,3,2,3,3,2,2,2,2
1515311115982,3,3,3,3,3,2,2,2,3
1515311163485,3,3,3,3,3,3,3,3,2
1515311245490,3,3,3,3,2,3,2,2,2
1515311256863,3,3,3,3,3,3,2,2,2
1515311331922,3,3,3,3,3,3,3,3,3
1515311427536,3,3,3,3,3,3,3,3,2
1515311454666,3,3,2,2,2,3,3,3,2
1515311590245,3,3,3,3,3,2,3,2,2
1515311604599,3,3,3,3,3,3,3,2,2
1515311713360,3,3,3,3,3,3,2,2,2
1515311761049,3,3,3,3,3,2,3,2,2
1515311802985,3,3,3,3,3,2,2,2,3
1515311812909,3,3,3,3,3,3,3,2,2
1515311821850,3,3,3,3,3,3,3,3,2
1515311823001,3,3,3,3,3,3,2,2,2
1515311826378,3,3,3,3,3,3,2,2,2
1515311835054,3,3,3,3,3,2,2,2,3
1515311842978,3,3,3,3,3,3,3,2,2
1515311893177,3,3,2,3,3,3,2,2,2
1515311916410,3,3,3,2,3,3,2,2,2
1515311924315,3,3,3,3,3,2,2,2,3
1515311973524,3,3,3,3,3,2,2,2,3
1515311993569,3,3,3,2,3,2,3,2,3
1515312037382,3,3,3,3,3,3,2,2,2
1515312095731,3,3,3,3,2,3,2,2,2
1515312251933,3,3,3,3,3,3,2,2,2
1515312315670,3,3,3,3,3,2,3,2,2
1515312329496,3,3,3,3,3,3,3,3,3
1515312346581,3,3,3,3,3,2,2,2,3
1515312358672,3,3,3,3,3,3,2,2,2
1515312363228,3,3,3,3,3,2,2,2,2
1515312413753,3,3,3,3,3,3,2,2,2
1515312440797,3,3,3,3,3,3,3,3,2
1515312547941,3,3,3,3,3,3,3,2,2
1515312586121,3,3,3,3,3,2,2,2,3
1515312723087,3,3,3,3,2,2,2,2,3
1515312725631,3,3,3,3,3,3,3,3,2
1515312769500,3,3,3,2,3,3,2,2,2
1515312837313,3,3,3,3,3,3,2,2,2
1515312840771,3,3,3,3,3,2,2,2,2
1515312846664,3,3,3,3,3,2,2,2,2
1515312908938,3,3,3,3,3,2,2,2,3
1515312922789,3,3,3,3,3,3,2,2,2
1515312960247,3,3,3,3,3,3,2,2,2
1515312994662,3,3,3,3,3,2,3,2,2
1515313084509,3,3,3,2,3,2,2,2,2
1515313151768,3,3,3,3,2,2,2,3,3
1515313207436,3,3,3,3,3,3,3,2,2
1515313212572,3,3,3,3,3,2,2,2,3
1515313227031,3,3,3,3,2,2,2,2,2
1515313253160,3,3,3,3,3,3,2,2,2
1515313268641,3,3,3,2,3,3,3,3,2
1515313336131,3,3,3,3,3,3,2,2,2
1515313377779,3,3,3,2,2,2,2,2,2
1515313429471,3,3,3,3,3,3,2,2,2
1515313431937,3,3,3,3,3,2,2,2,3
1515313456432,3,3,3,3,3,3,2,2,2
1515313528723,3,3,3,3,3,3,2,2,2
1515313548747,3,3,3,3,2,2,2,2,3
1515313550644,3,3,3,3,2,3,2,2,2
1515313556793,3,3,3,3,3,2,2,2,3
1515313592684,3,3,3,3,3,3,3,3,2
1515313596767,3,3,3,3,3,3,2,3,2
1515313634712,3,3,3,3,3,3,2,2,3
1515313751819,3,3,3,3,3,3,2,3,2
1515313797764,3,3,3,3,3,3,2,2,2
1515313799820,3,3,3,3,3,3,2,2,2
1515313804620,3,3,3,3,2,3,2,2,3
1515313827580,3,3,2,3,3,3,2,2,2
1515313872369,3,3,2,3,3,3,3,3,2
1515313905917,3,3,3,2,3,3,2,3,2
1515313924014,3,3,3,3,2,3,3,3,2
1515313961477,3,3,3,2,2,2,2,2,2
1515314038393,3,3,3,3,3,3,3,3,2
1515314039499,3,3,3,3,3,3,3,3,2
1515314046713,3,3,3,3,3,3,3,3,2
1515314149122,3,3,3,3,3,3,3,3,3
1515314150261,3,3,3,3,3,3,2,2,2
1515314171686,3,3,3,3,2,2,3,3,3
1515314182443,3,3,3,3,3,2,2,2,2
1515314228162,3,3,3,3,3,3,2,2,3
1515314231173,3,3,2,3,3,2,3,2,3
1515314283253,3,3,2,3,3,3,2,2,2
1515314284096,3,3,3,3,2,3,2,2,2
1515314290665,3,3,3,3,3,3,2,2,2
1515314310743,3,3,3,3,3,3,3,3,2
1515314327516,3,3,3,3,3,3,2,2,2
1515314331525,3,3,3,3,3,3,2,2,2
1515314352203,3,3,3,3,2,3,2,2,2
1515314398801,3,3,3,2,3,3,2,2,2
1515314415301,3,3,3,3,3,3,2,2,2
1515314420573,3,3,3,3,3,3,3,3,2
1515314421710,3,3,3,3,2,2,2,2,2
1515314422617,3,3,3,3,3,3,3,3,2
1515314423726,3,3,3,3,2,2,2,2,2
1515314446108,3,3,3,3,3,3,3,3,2
1515314487816,3,3,3,3,3,2,2,2,3
1515314492804,3,3,3,3,2,3,2,2,2
1515314500178,3,3,3,3,3,3,3,3,2
1515314501254,3,3,3,3,2,2,2,3,2
1515314516512,3,3,3,3,3,2,2,2,3
1515314553922,3,3,3,3,3,3,2,2,2
1515314633057,3,3,3,3,3,3,3,2,3
1515314636265,3,3,3,3,3,3,3,3,2
1515314637355,3,3,3,3,2,2,3,2,2
1515314670985,3,3,3,3,2,2,2,2,3
1515314672232,3,3,3,3,3,2,2,2,3
1515314679202,3,3,3,3,3,3,2,2,2
1515314811110,3,3,3,3,3,3,3,3,2
1515314879350,3,3,2,3,3,2,3,2,2
1515314887690,3,3,2,2,3,2,2,3,2
1515314980843,3,3,3,3,2,3,2,2,2
1515315006831,3,3,3,3,3,2,2,2,3
1515315028062,3,3,3,3,3,3,3,3,3
1515315047832,3,3,3,3,3,3,2,2,3
1515315078336,3,3,3,3,3,3,3,3,2
1515315080767,3,3,2,2,3,2,3,2,2
1515315101464,3,3,3,3,3,3,3,3,2
1515315110304,3,3,3,3,3,3,3,2,2
1515315134761,3,3,3,3,3,3,2,2,2
1515315143762,3,3,3,2,2,3,2,2,2
1515315150224,3,3,2,3,2,2,3,2,2
1515315154279,3,3,3,3,3,3,3,3,2
1515315155402,3,3,3,3,3,3,3,3,2
1515315157525,3,3,3,3,3,3,2,2,2
1515315172264,3,3,3,3,3,3,3,3,2
1515315180892,3,3,3,3,2,3,2,2,2
1515315224216,3,3,3,3,3,3,2,2,3
1515315240598,3,3,3,3,3,2,2,2,3
1515315244260,3,3,3,3,3,3,3,3,2
1515315253890,3,3,3,3,3,3,2,2,2
1515315272165,3,3,3,2,3,3,2,2,2
1515315283743,3,3,3,3,3,3,3,3,2
1515315295543,3,3,3,3,3,2,3,2,2
1515315355474,3,3,3,3,3,3,2,3,2
1515315356580,3,3,3,3,3,3,3,3,2
1515315385667,3,3,3,3,3,3,2,2,2
1515315599790,3,3,3,3,2,3,2,2,2
1515315612708,3,3,3,3,3,3,2,2,2
1515315796376,3,3,3,3,3,3,3,2,2
1515315816139,3,3,3,3,3,3,3,3,2
1515315818883,3,3,3,3,3,3,2,3,2
1515315827482,3,3,3,3,3,2,2,2,2
1515315849737,3,3,3,3,2,3,2,2,2
1515315901073,3,3,3,3,3,3,3,3,2
1515315902147,3,3,3,3,2,2,2,2,2
1515315913491,3,3,3,3,2,2,3,2,2
1515315944558,3,3,3,2,3,3,2,2,2
1515315959808,3,3,3,3,3,2,2,2,3
1515316105585,3,3,3,3,3,3,3,2,2
1515316127480,3,3,3,3,3,3,2,2,2
1515316180619,3,3,3,3,3,2,2,2,2
1515316280899,3,3,3,3,2,3,2,2,2
1515316282578,3,3,3,3,3,2,2,2,2
1515316295548,3,3,3,3,2,3,2,2,2
1515316299844,3,3,3,3,3,3,3,2,2
1515316357021,3,3,3,3,2,3,2,2,2
1515316358006,3,3,3,3,3,3,2,2,2
1515316379885,3,3,3,3,3,3,3,3,2
1515316388414,3,3,3,2,3,3,3,3,2
1515316409599,3,3,3,3,3,3,2,2,2
1515316429194,3,3,3,3,3,2,3,2,2
1515316482826,3,3,3,3,3,3,3,3,2
1515316508935,3,3,3,3,3,3,2,2,2
1515316512413,3,3,3,3,3,2,2,2,2
1515316554142,3,3,3,2,2,3,3,3,2
1515316562379,3,3,3,3,3,3,2,2,2
1515316607368,3,3,3,3,3,3,2,3,2
1515316680322,3,3,3,3,3,3,2,3,2
1515316730158,3,3,3,3,3,2,2,3,2
1515316769626,3,3,3,3,3,3,3,3,2
1515316790335,3,3,3,3,2,3,2,3,2
1515316794712,3,3,3,3,3,2,2,2,3
1515316834734,3,3,3,3,3,2,3,2,2
1515316835849,3,3,3,2,3,2,2,2,2
1515316921821,3,3,3,3,3,2,2,2,3
1515316982212,3,3,3,3,2,2,2,2,3
1515317007879,3,3,3,3,3,2,2,2,2
1515317020782,3,3,3,3,3,3,3,3,2
1515317021884,3,3,3,3,2,2,3,2,3
1515317076060,3,3,3,3,3,2,2,2,3
1515317097233,3,3,3,3,3,2,2,2,3
1515317132521,3,3,3,3,3,3,2,2,2
1515317151493,3,3,3,3,3,3,3,2,3
1515317224287,3,3,3,3,3,3,3,2,2
1515317230142,3,3,3,3,3,3,3,2,2
1515317231224,3,3,3,2,3,2,2,2,2
1515317258836,3,3,3,3,3,3,2,2,2
1515317380878,3,3,2,2,2,2,2,2,1
1515317381916,3,3,3,2,3,3,3,2,2
1515317388744,3,3,3,3,3,3,2,3,2
1515317393491,3,3,3,3,2,2,2,2,3
1515317394263,3,3,3,3,3,3,2,3,2
1515317395404,3,3,3,3,2,2,2,2,2
1515317468723,3,3,3,3,3,3,2,2,2
1515317502527,3,3,3,3,3,2,2,2,3
1515317515839,3,3,2,2,2,3,3,3,2
1515317519853,3,3,3,3,2,2,2,2,2
1515317563440,3,3,3,3,3,3,2,2,2
1515317587216,3,3,3,3,2,2,2,2,3
1515317592064,3,3,3,3,3,2,3,3,2
1515317605206,3,3,2,2,2,3,2,3,2
1515317649405,3,3,3,3,3,3,3,2,2
1515317676252,3,3,3,3,3,3,3,2,2
1515317710989,3,3,2,3,2,3,3,3,2
1515317725471,3,3,3,3,3,3,2,2,2
1515317738705,3,3,3,3,3,3,2,2,2
1515317746202,3,3,3,3,3,3,3,3,3
1515317824011,3,3,2,2,2,2,2,2,2
1515317842394,3,3,3,3,3,3,2,2,3
1515318001835,3,3,3,3,3,3,2,2,2
1515318039975,3,3,3,3,3,3,3,2,2
1515318128464,3,3,3,3,3,2,2,2,2
1515318132900,3,3,2,2,2,2,2,2,3
1515318134307,3,3,3,3,3,3,2,2,3
1515318138758,3,3,3,3,3,3,2,2,2
1515318144528,3,3,3,3,3,2,2,2,3
1515318183970,3,3,3,3,3,2,2,2,3
1515318292709,3,3,3,3,3,2,2,2,3
1515318380854,3,3,3,3,3,3,2,2,2
1515318444980,3,3,3,3,3,3,3,3,2
1515318446081,3,3,3,3,2,2,3,2,2
1515318470967,3,3,3,2,2,2,2,2,2
1515318487743,3,3,3,3,3,3,2,2,2
1515318619288,3,3,3,3,3,3,2,2,2
1515318627136,3,3,3,3,3,3,3,2,2
1515318628210,3,3,3,3,3,3,3,3,2
1515318635268,3,3,3,3,3,3,2,2,2
1515318685422,3,3,3,2,3,3,2,2,3
1515318697138,3,3,3,2,3,3,2,2,2
1515318706131,3,3,3,2,2,2,2,2,2
1515318735052,3,3,3,3,3,3,3,3,2
1515318735403,3,3,3,3,3,2,2,2,2
1515318741746,3,3,3,3,3,3,2,3,2
1515318754740,3,3,3,2,3,3,2,2,2
1515318769447,3,3,3,3,3,2,2,2,2
1515318775822,3,3,3,3,3,3,2,2,2
1515318848693,3,3,3,3,3,3,3,2,2
1515318872523,3,3,3,3,3,2,2,2,2
1515318885250,3,3,3,3,3,3,2,2,2
1515318922230,3,3,3,3,3,3,2,2,3
1515318934676,3,3,3,3,3,3,2,2,2
1515318952701,3,3,2,3,2,2,2,2,2
1515319000515,3,3,3,3,3,3,2,2,2
1515319009049,3,3,3,3,3,3,3,2,2
1515319030465,3,3,3,3,3,3,2,3,2
1515319045260,3,3,3,3,3,3,2,2,2
1515319072503,3,3,3,3,3,3,2,3,2
1515319073712,3,3,3,3,2,2,2,2,2
1515319132993,3,3,3,3,3,3,3,3,2
1515319134094,3,3,3,3,2,2,3,2,2
1515319163871,3,3,3,3,3,3,3,3,2
1515319167442,3,3,3,3,3,3,3,2,2
1515319202319,3,3,3,3,3,3,2,3,2
1515319212484,3,3,3,3,3,3,2,3,2
1515319333795,3,3,3,2,2,2,2,2,2
1515319335518,3,3,3,3,3,2,2,2,2
1515319353485,3,3,3,3,3,3,2,2,2
1515319394418,3,3,3,3,3,2,2,2,2
1515319405225,3,3,3,3,3,3,2,2,2
1515319460389,3,3,3,3,3,2,2,2,2
1515319478988,3,3,3,2,3,2,2,2,2
1515319487119,3,3,2,3,3,3,3,3,2
1515319555814,3,3,3,3,3,2,2,2,3
1515319575965,3,3,3,3,3,3,2,2,2
1515319618329,3,3,3,3,3,2,2,2,3
1515319707335,3,3,2,2,2,3,2,2,3
1515319733542,3,3,3,3,3,3,3,2,2
1515319750257,3,3,2,2,2,3,2,2,2
1515319759201,3,3,3,3,3,3,3,3,2
1515319794052,3,3,3,2,2,2,3,2,2
1515319842055,3,3,3,2,2,2,3,2,2
1515319892326,3,3,3,2,2,2,3,2,3
1515319911893,3,3,3,3,3,3,3,3,2
1515319912994,3,3,3,3,2,2,2,2,2
1515319959798,3,3,3,3,3,3,2,2,1
1515319970754,3,3,3,3,3,3,3,3,2
1515320144788,3,3,3,3,2,3,2,2,2
1515320154871,3,3,3,3,3,3,2,3,2
1515320190757,3,3,2,3,3,3,3,3,2
1515320222542,3,3,3,3,3,3,3,2,0
1515320228422,3,3,3,3,3,3,3,2,2
1515320228473,3,3,3,3,3,3,2,2,2
1515320246352,3,3,3,3,3,3,2,2,2
1515320309104,3,3,2,3,3,3,2,2,2
1515320346330,3,3,3,3,3,2,2,2,3
1515320375915,3,3,3,3,3,3,2,2,2
1515320376296,3,3,3,3,3,3,2,2,2
1515320380292,3,3,3,3,3,2,3,2,2
1515320599253,3,3,3,3,3,3,3,2,2
1515320690255,3,3,3,3,3,3,3,3,2
1515320723028,3,3,3,2,2,2,2,3,3
1515320728144,3,3,3,3,3,3,2,2,2
1515320768678,3,3,3,3,2,3,2,2,3
1515320769534,3,3,3,2,3,3,2,2,2
1515320771153,3,3,3,3,3,3,2,2,2
1515320791278,3,3,3,3,3,2,2,2,2
1515320825770,3,3,3,3,3,3,2,2,3
1515320910125,3,3,3,3,3,3,3,3,2
1515320911254,3,3,3,2,2,3,3,2,2
1515320922791,3,3,3,2,3,3,3,2,2
1515320962307,3,3,3,3,3,3,3,2,3
1515320980254,3,3,3,3,3,2,3,2,2
1515320985937,3,3,3,3,3,3,3,3,2
1515321003202,3,3,2,2,2,3,2,2,3
1515321017742,3,3,3,3,3,3,2,2,2
1515321057913,3,3,3,3,2,3,2,3,2
1515321091245,3,3,3,3,3,2,2,2,3
1515321107082,3,3,3,3,3,3,3,3,2
1515321114086,3,3,3,3,3,2,3,2,3
1515321132218,3,3,3,3,3,3,2,2,2
1515321146124,3,3,3,3,3,3,2,2,2
1515321219307,3,3,3,3,3,2,2,2,3
1515321358674,3,3,3,3,3,3,3,2,2
1515321401757,3,3,2,2,3,3,2,2,2
1515321408013,3,3,3,3,3,2,2,3,3
1515321426745,3,3,3,3,2,2,2,3,3
1515321435366,3,3,3,3,3,2,2,2,3
1515321503125,3,3,3,3,3,3,3,3,2
1515321504304,3,3,3,3,2,2,2,3,2
1515321509164,3,3,3,3,3,3,3,3,2
1515321566811,3,3,3,3,3,3,2,2,3
1515321667002,3,3,3,3,3,2,2,2,3
1515321682648,3,3,3,3,3,3,2,2,2
1515321722947,3,3,3,3,3,2,2,2,3
1515321726337,3,3,3,3,3,3,2,3,2
1515321860740,3,3,2,3,3,3,2,2,2
1515321920326,3,3,3,3,3,3,2,2,2
1515321936978,3,3,3,3,3,2,2,3,3
1515321992788,3,3,3,3,3,3,3,3,2
1515321993523,3,3,3,3,3,2,2,2,3
1515322014013,3,3,3,3,3,3,2,3,2
1515322047278,3,3,3,2,2,2,2,2,2
1515322063358,3,3,3,3,3,3,2,2,2
1515322074886,3,3,3,3,3,3,2,3,3
1515322077091,2,2,2,2,3,3,3,3,2
1515322085518,3,3,3,3,2,3,2,2,2
1515322087708,3,3,3,3,3,3,3,2,2
1515322119933,3,3,3,3,3,3,2,2,2
1515322143949,3,3,3,3,3,3,2,2,2
1515322188699,3,3,3,3,3,3,3,3,3
1515322220043,2,2,2,2,3,3,3,3,2
1515322251071,3,3,3,3,3,2,2,2,2
1515322254651,3,3,3,2,3,2,3,3,2
1515322270183,3,3,3,3,3,3,3,3,3
1515322276707,3,3,3,3,3,3,3,2,2
1515322311302,3,3,3,3,3,3,2,2,2
1515322372282,3,3,3,3,3,2,3,2,2
1515322386459,3,3,3,3,3,3,3,3,2
1515322387878,3,3,3,3,3,2,2,2,2
1515322395390,3,3,3,3,3,2,2,2,3
1515322400835,3,3,3,3,3,2,2,2,3
1515322412934,2,2,2,2,3,3,3,3,2
1515322491341,3,3,3,3,3,2,2,2,3
1515322524993,3,3,3,3,3,3,2,3,2
1515322553496,3,3,3,3,3,3,2,2,2
1515322596441,2,2,2,2,2,2,2,3,2
1515322633628,3,3,3,3,2,3,2,2,3
1515322700390,3,3,3,3,3,2,2,2,3
1515322774256,2,3,3,3,3,3,2,2,2
1515322799563,3,3,3,3,3,2,2,2,3
1515322802481,3,3,3,3,3,2,2,2,2
1515322802912,3,3,3,3,3,3,2,3,2
1515322804014,3,3,3,3,2,2,2,3,2
1515322838265,3,3,3,3,3,3,2,2,2
1515322839581,3,3,3,3,3,2,3,2,2
1515322864975,2,2,2,2,3,3,3,3,2
1515322886323,2,2,2,2,3,3,3,3,2
1515322887448,2,2,3,2,2,2,3,3,2
1515322917996,3,3,2,2,2,2,3,3,2
1515322955152,3,3,3,3,3,3,2,3,2
1515322956014,3,3,3,3,3,2,3,2,2
1515322956244,3,3,3,3,2,2,2,2,2
1515322967497,3,3,3,3,3,3,2,3,3
1515322979770,3,3,3,3,3,3,3,3,2
1515322980815,3,3,3,3,2,3,2,2,2
1515323061042,3,3,3,3,2,2,2,3,3
1515323083328,3,3,2,2,2,2,2,2,2
1515323097501,3,3,3,3,2,3,2,2,2
1515323199114,3,3,3,3,3,3,2,2,2
1515323220086,3,3,3,2,2,2,2,2,2
1515323286362,3,3,3,3,3,2,2,2,2
1515323296333,3,3,3,3,2,3,2,2,2
1515323313280,3,3,3,3,3,2,2,2,3
1515323346470,3,3,3,3,3,3,2,3,2
1515323347597,3,3,3,3,2,2,2,3,2
1515323447650,3,3,3,3,3,2,2,2,3
1515323470359,3,3,3,3,3,3,3,2,2
1515323497623,3,3,2,3,3,3,2,2,2
1515323569638,3,3,3,3,3,3,2,2,2
1515323569955,3,3,3,3,3,3,2,2,2
1515323572626,3,3,3,3,3,3,3,3,2
1515323573753,3,3,3,3,3,2,2,2,2
1515323583503,3,3,3,3,3,3,3,3,2
1515323584186,3,3,3,3,3,3,3,2,2
1515323585857,3,3,3,3,3,3,2,2,3
1515323601669,3,3,3,3,3,2,2,2,2
1515323635707,3,3,3,3,2,3,2,2,0
1515323664495,3,3,3,3,2,2,2,2,3
1515323708519,3,3,3,3,3,3,2,2,3
1515323709648,3,3,3,3,3,2,2,2,3
1515323725509,3,3,3,3,2,3,2,2,2
1515323731008,3,3,3,3,3,3,2,2,2
1515323744844,3,3,3,3,2,3,2,2,2
1515323763585,3,3,3,3,2,3,2,2,2
1515323784739,3,3,3,3,3,3,2,2,3
1515324030761,3,3,3,3,3,2,2,2,3
1515324063676,3,3,3,3,2,2,2,2,2
1515324090973,3,3,3,3,3,2,2,2,3
1515324100262,3,3,3,3,3,2,3,2,2
1515324148036,3,3,3,3,3,3,2,3,2
1515324189612,3,3,3,3,3,2,2,2,2
1515324228792,3,3,3,3,3,2,2,2,3
1515324231650,3,3,2,3,2,2,2,2,2
1515324291088,3,3,3,3,3,3,2,3,2
1515324317436,3,3,3,3,3,3,3,3,2
1515324345100,3,3,3,3,3,2,2,2,3
1515324357002,3,3,3,2,3,2,3,3,2
1515324445019,3,3,3,3,3,3,3,2,2
1515324583306,3,3,3,3,3,2,2,2,2
1515324667030,3,3,3,3,3,3,3,3,2
1515324819353,3,3,3,3,3,3,2,2,2
1515324938975,3,3,3,2,2,2,2,2,3
1515324971897,3,3,3,3,2,3,2,2,2
1515325055186,3,3,2,3,2,2,2,2,3
1515325075021,3,3,3,3,3,2,3,2,2
1515325079651,3,3,2,3,2,2,3,3,2
1515325136465,3,3,3,2,2,2,3,3,2
1515325144861,3,3,3,3,3,2,3,2,2
1515325156668,3,3,3,3,3,2,2,2,2
1515325180887,3,3,2,2,2,3,2,2,3
1515325195216,3,3,3,3,3,2,2,2,2
1515325212267,3,3,3,3,0,3,0,2,0
1515325228698,3,3,3,3,2,2,2,2,2
1515325256767,3,3,3,3,3,2,2,2,3
1515325269960,3,3,3,2,3,3,3,2,2
1515325517879,3,3,3,3,3,3,2,2,2
1515325542587,3,3,3,3,3,2,3,2,2
1515325594701,3,3,3,3,3,2,2,2,2
1515325596875,3,3,3,3,3,2,2,2,3
1515325635623,3,3,3,3,2,3,2,2,1
1515325651587,3,3,3,3,3,3,3,2,2
1515325700054,3,3,3,2,3,3,3,2,2
1515325706067,3,3,3,3,3,3,2,2,2
1515325764870,3,3,3,3,3,3,2,2,2
1515325769810,3,3,3,2,2,3,3,2,2
1515325785504,3,3,3,3,3,2,2,2,3
1515325789174,3,3,3,3,3,3,3,3,2
1515325795828,3,3,3,3,3,2,2,2,3
1515325805774,3,3,3,3,3,3,2,3,2
1515325813771,3,3,3,3,3,2,2,2,3
1515325871651,3,3,3,2,2,2,2,2,3
1515325890692,3,3,3,3,3,3,3,3,2
1515325891806,3,3,3,3,3,3,3,2,2
1515326028592,3,3,3,3,3,3,2,3,0
1515326029694,3,3,3,3,3,2,2,2,2
1515326208163,3,3,3,3,3,2,2,2,3
1515326208378,3,3,3,3,3,3,3,3,2
1515326209532,3,3,3,3,2,2,2,2,2
1515326251325,3,3,3,3,3,3,3,2,2
1515326256979,3,3,3,3,3,3,3,3,2
1515326278653,3,3,3,2,2,2,2,2,2
1515326287028,3,3,3,3,3,2,2,2,3
1515326294427,3,3,3,3,3,2,3,2,2
1515326349759,3,3,3,3,3,3,3,2,3
1515326402216,3,3,3,3,3,3,3,2,2
1515326445703,3,3,3,2,2,2,3,2,2
1515326474391,3,3,3,3,3,3,2,2,2
1515326606990,3,3,3,3,3,3,2,2,2
1515326647769,3,3,2,2,2,2,3,3,3
1515326648680,3,3,2,3,3,2,3,2,3
1515326665853,3,3,3,3,3,2,3,2,2
1515326697318,3,3,3,3,2,3,2,3,2
1515326704566,3,3,3,2,2,2,2,2,2
1515326728078,3,3,3,3,3,3,2,3,2
1515326888595,3,3,3,3,3,3,2,3,2
1515326889704,3,3,3,3,2,2,2,2,2
1515326893240,3,3,3,3,3,3,2,2,2
1515326897751,3,3,3,3,3,3,2,2,2
1515326912007,3,3,3,3,3,2,2,2,3
1515326959101,3,3,3,3,3,3,3,3,2
1515326960179,3,3,3,3,2,2,2,2,2
1515326968742,3,3,3,3,3,3,2,3,3
1515326983199,3,3,3,3,3,3,3,3,2
1515326984301,3,3,3,3,3,3,2,2,2
1515327011590,3,3,3,3,3,2,3,2,2
1515327019864,3,3,3,3,3,3,3,3,2
1515327020978,3,3,3,3,2,2,2,2,3
1515327043984,3,3,3,3,3,3,3,3,2
1515327045100,3,3,3,3,3,3,3,2,2
1515327064004,3,3,3,3,3,3,2,3,2
1515327077685,3,3,3,3,3,3,3,2,2
1515327096420,3,3,2,2,2,2,2,2,2
1515327098312,3,3,3,3,3,3,2,3,2
1515327099463,3,3,3,2,2,2,2,2,2
1515327112422,3,3,3,3,3,3,3,3,2
1515327115261,3,3,3,3,3,3,3,3,2
1515327116286,3,3,3,3,2,2,3,2,2
1515327131581,3,3,3,3,3,3,3,3,2
1515327140091,3,3,3,3,3,3,2,3,3
1515327162368,3,3,3,3,2,2,3,3,3
1515327176957,3,3,3,3,3,3,2,2,2
1515327201834,3,3,3,3,3,3,2,2,2
1515327239595,3,3,3,3,2,3,2,2,2
1515327290206,3,3,3,3,2,3,2,2,2
1515327320500,3,3,3,3,3,3,2,2,2
1515327322272,3,3,2,2,2,2,2,2,2
1515327323463,3,3,3,3,3,3,3,3,3
1515327349014,3,3,2,2,3,3,2,2,2
1515327374608,3,3,3,3,3,2,2,2,3
1515327391641,3,3,3,3,3,2,2,2,2
1515327422156,3,3,3,3,2,2,1,3,2
