EMS_CALL_IDENTIFIER,VQ_COLOR_t1,VQ_COLOR_t2,VQ_COLOR_t3,VQ_COLOR_t4,VQ_COLOR_CALLS
1508371772237,-1,3,3,3,0
1508371775320,-1,3,3,2,0
1508371776176,-1,3,3,3,0
1508371801609,-1,3,3,3,0
1508371801617,-1,3,3,1,1
1508371802843,-1,3,3,3,0
1508371811614,-1,3,3,2,0
1508371822055,-1,3,3,2,0
1508371828274,-1,3,3,1,0
1508371828887,-1,3,3,2,0
1508371828891,-1,3,3,3,0
1508371892843,-1,3,3,3,0
1508371893373,-1,3,3,3,0
1508371894414,-1,3,3,3,0
1508372004377,-1,3,3,3,0
1508372005339,-1,3,2,1,0
1508372012313,-1,3,3,3,0
1508372013649,-1,3,3,3,1
1508372017621,-1,3,3,3,0
1508372240262,-1,3,3,3,0
1508372240410,-1,3,3,2,1
1508372612681,-1,3,3,2,1
1508372616309,-1,3,3,2,0
1508372622682,-1,3,2,2,1
1508372642847,-1,3,3,2,0
1508372646707,-1,3,3,3,1
1508372679302,-1,3,2,2,0
1508372741120,-1,3,3,3,0
1508372797735,-1,3,3,3,0
1508372798667,-1,3,3,2,1
1508372816066,-1,3,2,2,1
1508372971365,-1,3,3,3,0
1508372978130,-1,3,3,2,1
1508373034561,-1,3,3,3,1
1508373039667,-1,3,2,2,1
1508373095058,-1,3,3,2,1
1508373214500,-1,3,3,3,1
1508373322182,-1,3,3,3,1
1508373322258,-1,3,2,2,1
1508373322623,-1,3,3,2,0
1508373323858,-1,3,3,3,1
1508373451578,-1,3,3,3,0
1508373453340,-1,3,3,1,1
1508373457783,-1,3,3,1,1
1508373840611,-1,3,3,3,1
1508373844735,-1,3,3,2,1
1508373847771,-1,3,3,3,1
1508373900716,-1,3,3,3,0
1508374153201,-1,3,3,2,0
1508374153239,-1,3,3,2,1
1508374175316,-1,3,3,3,1
1508374183044,-1,3,3,3,0
1508374401688,-1,3,2,2,0
1508375252545,-1,3,3,3,0
1508375253847,-1,3,3,3,0
1508375254871,-1,3,3,3,0
1508375255922,-1,3,3,3,0
1508375256731,-1,3,3,1,0
1508375260089,-1,3,3,2,1
1508375261516,-1,3,3,3,0
1508375261861,-1,3,2,2,1
1508375274591,-1,3,3,2,0
1508375278017,-1,3,3,2,0
1508375278632,-1,3,3,3,0
1508375279599,-1,3,3,2,0
1508375284724,-1,3,3,3,0
1508375289816,-1,3,3,3,0
1508375292078,-1,3,3,2,1
1508375304407,-1,3,3,2,0
1508375308073,-1,3,3,1,0
1508375374013,-1,3,3,3,0
1508375374878,-1,3,3,3,1
1508375379334,-1,3,3,2,1
1508375410483,-1,3,3,3,0
1508375413173,-1,3,3,2,0
1508375416885,-1,3,3,3,0
1508375420329,-1,3,2,2,0
1508375430552,-1,3,3,3,0
1508375497023,-1,3,3,3,1
1508375501491,-1,3,3,2,0
1508375501706,-1,3,3,2,1
1508375503083,-1,3,3,2,0
1508375520750,-1,3,3,3,0
1508375520953,-1,3,3,3,0
1508375526099,-1,3,3,2,0
1508375569902,-1,3,3,3,0
1508375618801,-1,3,3,3,1
1508375622171,-1,3,3,3,0
1508375633119,-1,3,2,2,0
1508375969149,-1,3,3,2,0
1508375969256,-1,3,3,3,1
1508375976384,-1,3,3,2,0
1508375977228,-1,3,3,3,1
1508375980427,-1,3,3,2,0
1508375981454,-1,3,3,1,1
1508375982427,-1,3,3,1,1
1508376098906,-1,3,3,3,1
1508376099123,-1,3,3,3,1
1508376333552,-1,3,3,2,1
1508376339606,-1,3,2,2,0
1508376340602,-1,3,3,2,0
1508376341532,-1,3,3,3,0
1508376342711,-1,3,3,3,0
1508376343672,-1,3,3,2,0
1508376344671,-1,3,3,3,0
1508376354791,-1,3,3,2,0
1508376577722,-1,3,3,3,0
1508376580413,-1,3,3,2,0
1508377340556,-1,3,3,2,1
1508377346074,-1,3,3,3,1
1508377419088,-1,3,3,3,0
1508377421414,-1,3,3,3,1
1508377423427,-1,3,3,2,1
1508377442191,-1,3,3,2,1
1508378020219,-1,3,2,2,0
1508378020584,-1,3,3,2,0
1508378044425,-1,3,3,2,0
1508378141956,-1,3,3,3,0
1508378144990,-1,-1,3,3,0
1508378146411,-1,3,2,2,0
1508378155877,-1,3,3,3,0
1508378156293,-1,3,2,2,0
1508378157481,-1,3,3,2,0
1508378159311,-1,3,3,2,0
1508378175225,-1,3,2,2,0
1508378180390,-1,3,3,2,1
1508378182338,-1,3,3,2,0
1508378184465,-1,3,3,3,0
1508378187351,-1,3,3,2,0
1508378189709,-1,3,3,2,0
1508378256399,-1,3,3,3,0
1508378261633,-1,3,3,2,0
1508378261850,-1,3,3,2,0
1508378271355,-1,3,3,2,0
1508378288431,-1,3,3,3,0
1508378291482,-1,3,3,3,0
1508378309384,-1,3,3,3,0
1508378351836,-1,3,3,2,0
1508378484220,-1,3,3,3,0
1508378484463,-1,3,1,1,1
1508378484805,-1,3,1,1,0
1508378484887,-1,3,2,2,0
1508378485013,-1,3,3,2,0
1508378485187,-1,3,3,2,0
1508378485211,-1,3,3,3,0
1508378494782,-1,3,3,3,0
1508378496888,-1,3,3,2,1
1508378498099,-1,3,3,2,0
1508378499860,-1,3,3,2,0
1508378501138,-1,3,3,3,0
1508378515476,-1,3,3,3,1
1508378517210,-1,3,3,2,0
1508378519861,-1,3,3,2,0
1508378520470,-1,3,3,3,0
1508378523596,-1,3,3,3,0
1508378525221,-1,3,3,2,0
1508378527322,-1,3,3,1,0
1508378724093,-1,3,3,2,0
1508378724355,-1,3,3,2,0
1508379218632,-1,3,3,2,1
1508379820085,-1,3,3,2,1
1508379939972,-1,3,3,2,1
1508379941970,-1,3,3,2,1
1508380300424,-1,3,3,3,0
1508380302518,-1,3,3,2,0
1508380303264,-1,3,2,2,0
1508380306527,-1,3,3,3,0
1508380357965,-1,3,3,2,0
1508380660426,-1,3,3,2,1
1508380662653,-1,3,2,2,1
1508381016856,-1,3,3,2,1
1508381022723,-1,3,3,3,0
1508381024958,-1,3,3,3,1
1508381254837,-1,3,3,2,1
1508381378218,-1,3,3,3,0
1508381384721,-1,3,3,2,0
1508381384725,-1,3,3,2,0
1508381384798,-1,3,3,3,0
1508381384849,-1,3,3,2,0
1508381409322,-1,3,3,3,1
1508381797614,-1,3,3,3,0
1508381798131,-1,3,3,3,1
1508382465882,-1,3,2,2,0
1508382469026,-1,3,3,3,0
1508382497098,-1,3,2,2,0
1508382497351,-1,3,3,2,1
1508382497949,-1,3,3,2,0
1508382497952,-1,3,3,1,0
1508382498170,-1,3,3,3,0
1508382507731,-1,3,3,3,1
1508382511022,-1,3,3,2,1
1508382511635,-1,3,2,2,1
1508382513880,-1,3,3,3,0
1508382515705,-1,3,3,3,0
1508382589755,-1,3,3,2,0
1508382614633,-1,3,2,2,0
1508382616673,-1,3,3,2,0
1508382621535,-1,3,3,2,1
1508382698153,-1,3,3,2,1
1508382700202,-1,3,3,2,1
1508382702174,-1,3,3,3,1
1508382704044,-1,3,2,2,1
1508382706048,-1,3,3,3,0
1508382748726,-1,3,3,3,1
1508382824136,-1,3,3,2,0
1508382828389,-1,3,3,2,1
1508382877850,-1,3,3,2,1
1508382883552,-1,3,3,1,1
1508382968549,-1,3,3,3,1
1508382969387,-1,3,3,2,0
1508383157417,-1,3,3,2,1
1508383540613,-1,3,3,2,1
1508383549490,-1,3,3,3,0
1508383664744,-1,3,3,2,1
1508384739360,-1,3,3,3,1
1508384744542,-1,3,3,0,0
1508384750442,-1,3,1,2,0
1508384759823,-1,3,3,3,0
1508384772285,-1,3,2,2,0
1508384778576,-1,3,0,0,0
1508385342840,-1,3,3,3,0
1508385347915,-1,3,3,2,0
1508385368540,-1,3,3,3,1
1508385369416,-1,3,3,2,1
1508385372682,-1,3,3,3,0
1508385373295,-1,3,2,2,0
1508385374918,-1,3,3,3,0
1508385397194,-1,3,3,3,0
1508385464244,-1,3,3,3,0
1508385465107,-1,3,3,2,1
1508385470426,-1,3,2,2,1
1508385514413,-1,3,2,2,1
1508385515026,-1,3,3,2,1
1508385516867,-1,3,3,3,0
1508385532512,-1,3,3,2,1
1508385584175,-1,3,3,3,1
1508385588131,-1,3,3,2,0
1508385588394,-1,3,3,3,1
1508385591067,-1,3,2,2,1
1508385601988,-1,3,3,2,1
1508385609946,-1,3,3,3,0
1508385616088,-1,3,3,2,1
1508385617701,-1,3,3,3,0
1508385636263,-1,3,3,3,0
1508385710956,-1,3,3,3,0
1508385768424,-1,3,3,2,1
1508385821310,-1,3,3,3,0
1508385856863,-1,3,3,0,0
1508385889060,-1,3,3,1,1
1508385890948,-1,3,3,3,0
1508385904559,-1,3,3,3,1
1508385945594,-1,3,3,2,1
1508385949567,-1,3,3,2,0
1508385950185,-1,3,3,1,1
1508385980954,-1,3,3,2,0
1508385984638,-1,3,3,3,0
1508385985257,-1,3,3,3,0
1508386067391,-1,3,3,2,1
1508386081786,-1,3,2,2,0
1508386106334,-1,3,3,2,0
1508386130793,-1,3,2,2,0
1508386134055,-1,3,3,3,1
1508386180350,-1,3,3,2,0
1508386184825,-1,3,2,2,1
1508386187253,-1,3,3,2,1
1508386293688,-1,3,3,2,0
1508386293938,-1,3,2,2,0
1508387067470,-1,3,3,3,1
1508387067673,-1,3,3,1,1
1508387103781,-1,3,3,3,1
1508387183411,-1,3,3,2,1
1508387271508,-1,3,3,2,1
1508387271613,-1,3,1,2,1
1508387307233,-1,3,3,2,1
1508387336070,-1,3,3,3,1
1508388050603,-1,3,3,3,1
1508388103063,-1,3,3,3,0
1508388104162,-1,3,3,3,0
1508388104957,-1,3,2,2,1
1508388157282,-1,3,2,2,0
1508388164159,-1,3,3,3,0
1508388166397,-1,3,3,2,0
1508388222821,-1,3,3,3,0
1508388223809,-1,3,1,1,0
1508388226864,-1,3,3,3,0
1508388227835,-1,3,3,0,0
1508388344990,-1,3,3,0,0
1508388347821,-1,3,3,3,0
1508388348244,-1,3,3,2,0
1508388362607,-1,3,3,3,0
1508388377778,-1,3,3,1,0
1508388466933,-1,3,2,2,0
1508388468506,-1,3,3,3,0
1508388469990,-1,3,1,1,0
1508388470096,-1,3,3,2,0
1508388534116,-1,3,3,2,0
1508388584099,-1,3,3,3,1
1508388586100,-1,3,3,2,0
1508388587026,-1,3,3,3,0
1508388590734,-1,3,1,1,1
1508388591188,-1,3,3,3,0
1508388621907,-1,3,3,3,1
1508388621982,-1,3,3,3,0
1508388621984,-1,3,3,1,1
1508388625314,-1,3,2,2,0
1508388631250,-1,3,3,3,0
1508388708725,-1,3,3,2,0
1508388756469,-1,3,3,1,1
1508388766065,-1,3,3,2,1
1508388773720,-1,3,3,3,0
1508388823449,-1,3,3,3,1
1508388849186,-1,3,3,3,1
1508388850842,-1,3,3,1,1
1508388853091,-1,3,3,1,0
1508388867224,-1,3,3,3,1
1508388869051,-1,3,2,2,1
1508388873545,-1,3,3,3,0
1508388948165,-1,3,3,3,0
1508388972492,-1,3,3,2,1
1508388974061,-1,3,3,2,0
1508388986158,-1,3,3,3,0
1508388988050,-1,3,3,2,1
1508389069630,-1,3,3,2,0
1508389096089,-1,3,3,2,0
1508389122589,-1,3,3,2,1
1508389236413,-1,3,3,2,0
1508389306658,-1,3,3,3,0
1508389307435,-1,3,3,3,1
1508389309227,-1,3,3,2,1
1508389309671,-1,3,3,3,1
1508389310703,-1,3,3,2,0
1508389356776,-1,3,3,3,0
1508389424169,-1,3,3,3,1
1508389429514,-1,3,3,3,0
1508389439616,-1,3,3,3,0
1508389465594,-1,3,3,3,0
1508389480219,-1,3,2,2,1
1508389496887,-1,3,3,3,0
1508389502548,-1,3,3,3,1
1508389542459,-1,3,3,0,0
1508389543974,-1,3,3,3,1
1508389544766,-1,3,1,1,1
1508389546761,-1,3,3,3,0
1508389547901,-1,3,3,1,0
1508389665715,-1,3,3,2,1
1508389669927,-1,3,3,3,1
1508389671841,-1,3,3,3,1
1508389672910,-1,3,3,3,0
1508389891547,-1,3,0,0,0
1508389892619,-1,3,3,3,1
1508389892998,-1,3,3,1,1
1508389893118,-1,3,1,1,1
1508389893271,-1,3,1,1,1
1508390993948,-1,3,3,3,0
1508390995086,-1,3,3,3,0
1508391347744,-1,3,3,2,0
1508391362707,-1,3,3,2,0
1508391696365,-1,3,3,3,1
1508391696801,-1,3,2,2,0
1508391697422,-1,3,2,2,1
1508391697530,-1,3,3,2,0
1508391697965,-1,3,3,2,0
1508391698129,-1,3,3,3,0
1508393266185,-1,3,3,2,1
1508393273514,-1,3,3,3,1
1508393275747,-1,3,3,3,1
1508393276534,-1,3,3,3,1
1508393289672,-1,3,3,3,1
1508393297026,-1,3,3,3,1
1508393297660,-1,3,3,3,1
1508393868159,-1,3,3,3,0
1508393872216,-1,3,3,2,1
1508393935690,-1,3,3,2,0
1508393935710,-1,3,3,2,1
1508393935758,-1,-1,3,3,0
1508393988711,-1,3,3,2,1
1508393992782,-1,3,3,3,1
1508394220751,-1,3,3,2,1
1508394220790,-1,3,3,2,1
1508394322965,-1,3,2,2,0
1508394323205,-1,3,2,2,1
1508394323584,-1,3,3,3,1
1508394324252,-1,3,3,2,0
1508394346867,-1,3,2,2,0
1508394350316,-1,3,3,2,1
1508394351237,-1,3,3,2,0
1508394357633,-1,3,3,2,0
1508394373140,-1,3,3,2,0
1508394423129,-1,3,3,2,1
1508394424000,-1,3,2,2,0
1508394424478,-1,3,2,2,0
1508394424837,-1,3,3,2,1
1508394424960,-1,3,3,2,0
1508394713394,-1,3,3,3,1
1508394739888,-1,3,2,2,0
1508394760818,-1,3,3,3,0
1508394762450,-1,3,2,2,1
1508394771598,-1,3,3,3,0
1508394772621,-1,3,3,1,1
1508394779011,-1,3,3,3,1
1508395111244,-1,3,3,3,1
1508395187012,-1,3,3,0,0
1508395188585,-1,3,3,3,0
1508395191726,-1,3,3,1,0
1508395195188,-1,3,3,1,1
1508395206495,-1,3,3,3,1
1508395405409,-1,3,2,2,0
1508395427694,-1,3,3,2,1
1508395428934,-1,3,3,3,0
1508395430856,-1,3,1,1,0
1508395435767,-1,3,3,3,0
1508395786823,-1,3,2,2,1
1508396273119,-1,3,3,2,0
1508396274015,-1,3,3,3,0
1508396274459,-1,3,3,3,0
1508396277743,-1,3,1,1,1
1508396295068,-1,3,3,2,0
1508396298762,-1,3,2,2,0
1508396301973,-1,3,3,2,1
1508396303605,-1,3,3,2,1
1508396303621,-1,3,3,2,1
1508396312993,-1,3,3,2,0
1508396321429,-1,3,3,2,1
1508396330639,-1,3,3,2,0
1508396389964,-1,3,3,2,1
1508396391534,-1,3,3,2,0
1508396393510,-1,3,2,2,0
1508396400196,-1,3,2,2,0
1508396449767,-1,3,3,2,1
1508396455770,-1,3,2,2,1
1508396508639,-1,3,3,3,0
1508396531043,-1,3,3,3,0
1508396550806,-1,3,2,2,0
1508396552065,-1,3,3,3,0
1508396881051,-1,3,2,2,1
1508396992529,-1,3,3,3,1
1508396997732,-1,3,2,2,1
1508396999284,-1,3,3,3,1
1508397024242,-1,3,3,2,1
1508397251649,-1,3,3,2,1
1508397909644,-1,3,3,3,0
1508397950465,-1,3,2,2,1
1508398329551,-1,3,3,2,0
1508398339219,-1,3,3,3,0
1508398339418,-1,3,3,3,0
1508398346336,-1,3,3,3,0
1508398347753,-1,3,3,2,0
1508398373224,-1,3,3,2,0
1508398374041,-1,3,3,2,0
1508398378763,-1,3,2,2,0
1508398384716,-1,3,3,2,0
1508398433803,-1,3,3,3,0
1508398435457,-1,3,3,3,0
1508398436736,-1,3,3,2,0
1508398440279,-1,3,3,1,0
1508398454586,-1,3,3,3,0
1508398454680,-1,3,3,3,0
1508398461506,-1,3,3,0,0
1508398504634,-1,3,3,1,0
1508398504936,-1,3,3,3,0
1508398505021,-1,3,3,3,0
1508398505073,-1,3,3,2,0
1508398506049,-1,3,3,3,0
1508398506085,-1,3,3,3,0
1508398659711,-1,3,3,0,0
1508398659730,-1,3,3,3,0
1508398659734,-1,3,3,1,0
1508398671190,-1,3,3,3,0
1508398673164,-1,3,3,2,0
1508398676236,-1,3,3,2,0
1508398677132,-1,3,3,2,1
1508398679110,-1,3,3,3,0
1508398722151,-1,3,3,2,0
1508398722356,-1,3,3,3,0
1508398722766,-1,3,3,2,0
1508398726223,-1,3,3,1,0
1508398727052,-1,3,2,2,0
1508398728886,-1,3,2,2,0
1508398764868,-1,3,3,2,1
1508398766970,-1,3,3,3,0
1508398788972,-1,3,3,3,0
1508398791231,-1,3,3,3,0
1508398792242,-1,3,3,3,0
1508398794690,-1,3,1,1,0
1508398800210,-1,3,3,3,1
1508398809136,-1,3,3,3,0
1508398838316,-1,3,3,2,0
1508398912327,-1,3,3,2,1
1508398915907,-1,3,3,2,1
1508398916132,-1,3,1,1,0
1508398916585,-1,3,3,2,1
1508398942121,-1,3,3,3,0
1508398948654,-1,3,3,3,0
1508398949270,-1,3,3,2,0
1508398995555,-1,3,3,3,1
1508399036269,-1,3,3,3,0
1508399055402,-1,3,3,2,0
1508399389403,-1,3,3,3,0
1508399393463,-1,3,3,2,1
1508399394694,-1,3,3,3,1
1508399460364,-1,3,3,3,1
1508399723630,-1,3,3,2,1
1508399752717,-1,3,3,2,1
1508399754712,-1,3,3,3,1
1508399757740,-1,3,3,0,0
1508399760741,-1,3,3,2,1
1508399823280,-1,3,3,3,1
1508400352463,-1,3,2,1,0
1508400367537,-1,3,3,2,0
1508400371016,-1,3,3,2,1
1508400373670,-1,3,3,3,0
1508400375374,-1,3,3,3,0
1508400426480,-1,3,3,3,1
1508400426675,-1,3,3,2,1
1508400426713,-1,3,3,3,0
1508400427795,-1,3,3,3,0
1508400473442,-1,3,3,2,1
1508400476401,-1,3,3,3,0
1508400477404,-1,3,3,2,0
1508400480401,-1,3,3,2,0
1508400481623,-1,3,3,2,0
1508400516899,-1,3,3,3,0
1508400527694,-1,3,3,2,0
1508400534192,-1,3,3,2,1
1508400534390,-1,3,3,2,0
1508400591485,-1,3,3,2,0
1508400595000,-1,3,3,3,0
1508400596003,-1,3,3,2,0
1508400612372,-1,3,3,2,0
1508400621939,-1,3,2,2,1
1508400625801,-1,3,3,2,0
1508400636562,-1,3,2,2,0
1508400652828,-1,3,3,3,0
1508400653038,-1,3,3,2,0
1508400656912,-1,3,3,2,0
1508400669387,-1,3,2,2,0
1508400669942,-1,3,2,2,1
1508400670036,-1,3,3,2,1
1508401156073,-1,3,3,3,0
1508401198112,-1,3,3,3,0
1508401200736,-1,3,1,1,1
1508401574564,-1,3,1,1,1
1508401912404,-1,3,3,3,0
1508401913230,-1,3,3,3,1
1508401917258,-1,3,3,3,0
1508402032516,-1,3,3,0,1
1508402034296,-1,3,3,2,1
1508402034576,-1,3,3,2,0
1508402034873,-1,3,3,3,0
1508402270306,-1,3,3,3,0
1508402276486,-1,3,3,3,1
1508402494601,-1,3,3,3,0
1508402495102,-1,3,3,1,1
1508402495394,-1,3,3,1,0
1508402495747,-1,3,3,2,0
1508402634930,-1,3,2,2,1
1508402636939,-1,3,3,2,1
1508402637869,-1,3,3,3,0
1508402639061,-1,3,2,2,1
1508402640365,-1,3,3,3,0
1508402640738,-1,3,3,3,0
1508402656996,-1,3,3,2,0
1508402669206,-1,3,3,3,0
1508402752298,-1,3,3,2,1
1508402752959,-1,3,3,2,0
1508402756717,-1,3,3,3,0
1508402864304,-1,3,3,3,0
1508402864745,-1,3,3,2,0
1508403361124,-1,3,2,2,1
1508403478499,-1,3,3,3,1
1508403483572,-1,3,3,2,0
1508403500684,-1,3,3,2,1
1508403501912,-1,3,3,2,1
1508403511267,-1,3,3,3,1
1508403525994,-1,3,0,0,0
1508403664814,-1,3,3,1,1
1508403665175,-1,3,3,3,1
1508403719661,-1,-1,-1,3,1
1508403735201,-1,3,3,2,1
1508403742915,-1,3,3,2,1
1508403744350,-1,3,3,3,1
1508403778656,-1,3,3,3,1
1508403779475,-1,3,3,2,0
1508403779685,-1,3,3,1,0
1508403847279,-1,3,3,3,1
1508403911860,-1,3,3,2,1
1508404439995,-1,3,3,3,0
1508404441213,-1,3,3,2,0
1508404442144,-1,3,3,3,1
1508404445508,-1,3,3,2,1
1508404549732,-1,3,3,2,1
1508404549897,-1,3,2,2,1
1508404550362,-1,3,3,2,0
1508404550743,-1,3,3,2,0
1508405153400,-1,3,3,2,0
1508405154652,-1,3,3,3,0
1508405155463,-1,3,3,3,0
1508405164110,-1,3,3,1,0
1508405525083,-1,3,3,1,1
1508405526108,-1,3,3,3,0
1508405543433,-1,3,2,2,0
1508405549521,-1,3,3,2,0
1508405596971,-1,3,3,3,1
1508405597362,-1,3,3,3,0
1508405633644,-1,3,3,2,0
1508405641071,-1,3,3,2,0
1508405644150,-1,3,3,1,0
1508406243495,-1,3,3,2,1
1508406261419,-1,3,2,2,0
1508406266922,-1,3,3,2,1
1508406322652,-1,3,3,2,0
1508406761479,-1,3,3,2,0
1508406766253,-1,3,2,2,0
1508406766487,-1,3,3,2,0
1508406770411,-1,3,3,2,0
1508406796747,-1,3,2,2,1
1508406796953,-1,3,3,3,0
1508406800622,-1,3,2,2,0
1508406838772,-1,3,3,2,0
1508406901630,-1,3,3,3,1
1508406901992,-1,3,3,2,1
1508406962760,-1,3,3,2,0
1508406965654,-1,3,3,2,0
1508406998792,-1,3,3,2,0
1508407001255,-1,3,3,3,0
1508407318883,-1,3,3,2,0
1508407319299,-1,3,2,2,0
1508407556194,-1,3,3,3,1
1508407572354,-1,3,3,3,0
1508407572766,-1,3,3,2,1
1508407577174,-1,3,3,2,1
1508407581676,-1,3,3,3,1
1508407591632,-1,3,3,3,0
1508407596508,-1,3,3,2,1
1508407601367,-1,3,3,3,0
1508407618125,-1,3,3,3,0
1508407676412,-1,3,3,2,0
1508407681475,-1,3,3,3,1
1508407683264,-1,3,3,3,0
1508407687774,2,2,-1,3,0
1508407697702,3,2,2,2,1
1508407698325,3,2,2,2,0
1508407702205,3,3,2,2,0
1508407712406,-1,3,2,2,0
1508407712621,-1,3,3,2,1
1508407723566,-1,3,3,2,0
1508407796554,-1,3,2,2,0
1508407798552,-1,3,3,3,0
1508407810040,-1,3,2,2,0
1508407818173,-1,3,3,3,0
1508407820836,-1,3,3,3,0
1508407823077,-1,3,3,2,0
1508407824702,-1,3,3,3,0
1508407826744,-1,3,3,3,0
1508407830196,-1,3,3,3,1
1508407850904,-1,3,3,3,0
1508407862313,-1,3,3,3,0
1508407915877,-1,3,3,3,0
1508407923036,-1,3,3,2,0
1508408031843,-1,3,3,1,0
1508408034463,-1,3,3,1,0
1508408034517,-1,3,3,0,0
1508408034549,-1,3,3,1,1
1508408034676,-1,3,3,3,0
1508408034796,-1,3,3,3,0
1508408034879,-1,3,3,3,1
1508408035417,-1,3,3,2,0
1508408036780,-1,3,3,3,0
1508408038445,-1,3,3,1,0
1508408041472,-1,3,3,2,1
1508408042504,-1,3,3,2,1
1508408044941,-1,3,1,1,1
1508408047003,-1,3,3,1,1
1508408074382,-1,3,3,2,0
1508408077406,-1,3,3,3,0
1508408078438,-1,3,3,3,0
1508408094393,-1,3,3,2,0
1508408565476,-1,3,2,2,1
1508408571136,-1,3,3,3,0
1508408576996,-1,3,3,3,0
1508408636906,-1,3,3,2,0
1508408638358,-1,3,3,3,0
1508408639050,-1,3,2,2,0
1508408639974,-1,3,3,3,0
1508408646655,-1,3,3,2,0
1508408647488,-1,3,2,2,1
1508408647528,-1,3,2,2,1
1508408656166,-1,3,3,2,0
1508408712201,-1,3,3,3,0
1508408712312,-1,3,3,3,1
1508408714832,-1,3,3,3,0
1508408715002,-1,3,3,3,0
1508408755838,-1,3,2,2,0
1508408762387,-1,3,3,3,0
1508408765235,-1,3,3,2,0
1508408779149,-1,3,2,2,0
1508408787215,-1,3,2,2,0
1508408788863,-1,3,3,2,1
1508408790934,-1,3,3,3,0
1508408791593,-1,3,2,2,0
1508408837601,-1,3,3,2,0
1508408878577,-1,3,3,2,0
1508408881354,-1,3,3,2,1
1508408882257,-1,3,2,2,0
1508408885493,-1,3,2,2,0
1508408901157,-1,3,3,2,0
1508408903393,-1,3,2,2,0
1508408905721,-1,3,2,2,1
1508408908689,-1,3,3,2,0
1508409482707,-1,3,3,3,0
1508409485073,-1,3,3,2,0
1508409845796,-1,3,1,1,0
1508409847978,-1,3,1,1,0
1508410207414,-1,3,3,3,0
1508410208253,-1,3,3,3,0
1508410221717,-1,3,3,2,1
1508411041983,-1,3,3,1,1
1508411047193,-1,3,3,3,0
1508411047264,-1,3,1,1,0
1508411047755,-1,3,3,3,0
1508411048808,-1,3,3,2,0
1508411059368,-1,3,1,1,0
1508411066837,-1,3,1,1,0
1508411067462,-1,3,3,3,0
1508411067663,-1,3,3,2,0
1508411085074,-1,3,1,2,0
1508411085688,-1,3,3,1,0
1508411092571,-1,3,3,0,0
1508411092780,-1,3,3,0,0
1508411094975,-1,3,3,3,0
1508411157771,-1,3,3,3,1
1508411266843,-1,3,3,3,0
1508411267399,-1,3,3,0,0
1508411268219,-1,3,3,3,0
1508411270329,-1,3,3,3,0
1508411271025,-1,3,1,1,0
1508411271054,-1,3,3,2,0
1508411271155,-1,3,3,1,1
1508411271322,-1,3,3,2,0
1508411644206,-1,3,3,2,0
1508411645197,-1,3,3,3,0
1508411648252,-1,3,3,3,0
1508411666688,-1,3,3,3,0
1508411681658,-1,3,3,3,1
1508411738102,-1,3,3,2,1
1508411757844,-1,3,3,3,1
1508411762783,-1,3,3,3,1
1508411766948,-1,3,3,2,0
1508411875942,-1,3,3,3,1
1508411991304,-1,3,3,2,1
1508412070237,-1,3,3,2,1
1508412124701,-1,3,3,3,1
1508412239252,-1,3,3,0,0
1508412241268,-1,3,3,1,1
1508412247207,-1,3,3,0,0
1508412353036,-1,3,3,2,1
1508412846219,-1,3,3,2,0
1508412865715,-1,3,3,2,1
1508412866959,-1,3,3,3,1
1508412884696,-1,3,3,3,0
1508412889385,-1,3,3,3,0
1508412968935,-1,3,3,2,0
1508413003270,-1,-1,3,3,0
1508413014240,-1,3,3,3,0
1508413017505,-1,3,3,2,1
1508413048912,-1,3,2,2,0
1508413084131,-1,3,3,2,0
1508413086559,-1,3,3,3,0
1508413087164,-1,3,3,3,0
1508413088024,-1,3,3,2,1
1508413126148,-1,3,3,2,1
1508413136767,-1,3,3,2,0
1508413141289,-1,3,3,3,0
1508413208789,-1,3,3,2,1
1508413212517,-1,3,3,2,0
1508413266425,-1,3,2,2,1
1508413266502,-1,3,3,3,1
1508413267314,-1,3,2,2,0
1508413439323,-1,3,3,2,1
1508413447652,-1,3,3,3,1
1508413448095,-1,3,3,2,1
1508413450450,-1,3,3,3,1
1508414159520,-1,3,3,3,0
1508414160860,-1,3,3,2,0
1508414165833,-1,3,3,2,0
1508414169776,-1,3,3,1,0
1508414170648,-1,3,3,3,1
1508414184234,-1,3,3,1,1
1508414763240,-1,3,3,3,0
1508414765566,-1,3,3,2,0
1508414767286,-1,3,3,3,0
1508414772375,-1,3,3,2,0
1508415013422,-1,3,3,2,0
1508415013840,-1,3,3,3,1
1508415013852,-1,3,3,3,0
1508415037166,-1,3,3,3,0
1508415604734,-1,3,3,2,1
1508415950945,-1,3,3,3,1
1508416682642,-1,3,3,2,0
1508416685599,-1,3,3,2,0
1508416688095,-1,3,3,2,0
1508416692733,-1,3,3,3,0
1508416764763,-1,3,2,2,0
1508416802834,-1,3,3,3,1
1508416803485,-1,3,3,3,0
1508416912913,-1,3,3,2,0
1508416913099,-1,3,3,2,0
1508416913151,-1,3,3,2,0
1508417033192,-1,3,3,3,0
1508417041566,-1,3,3,1,0
1508417042698,-1,3,3,1,1
1508417045949,-1,3,3,2,0
1508417050015,-1,3,3,2,0
1508417052024,-1,3,1,1,0
1508417062614,-1,3,0,0,0
1508417064956,-1,3,1,1,0
1508417384034,-1,3,3,3,1
1508417384084,-1,3,3,2,0
