index,0,1,Color
0,-0.7306899805440221,-0.18680095025255528,3
1,2.218937551987177,-0.7342418028398093,2
2,2.218937551987177,-0.7342418028398096,2
3,-0.730689980544023,-0.18680095025245783,2
4,-0.730689980544023,-0.18680095025245783,2
5,-0.730689980544023,-0.18680095025245783,2
6,0.5082003070613454,1.0085264250890804,2
7,-0.730689980544023,-0.18680095025245783,-1
8,-0.730689980544023,-0.18680095025245783,-1
9,-0.730689980544023,-0.18680095025245783,-1
10,0.5082003070613454,1.0085264250890804,2
11,2.218937551987177,-0.7342418028398096,2
12,-0.730689980544023,-0.18680095025245783,-1
13,0.5082003070613454,1.0085264250890804,2
14,-0.730689980544023,-0.18680095025245783,2
15,-0.730689980544023,-0.18680095025245783,2
16,-0.730689980544023,-0.18680095025245783,-1
17,0.3821365103134449,0.32850569147737857,2
18,-0.730689980544023,-0.18680095025245783,-1
19,-0.730689980544023,-0.18680095025245783,-1
20,2.218937551987177,-0.7342418028398096,2
21,0.5082003070613454,1.0085264250890804,2
22,2.218937551987177,-0.7342418028398096,2
23,-0.730689980544023,-0.18680095025245783,-1
24,-0.730689980544023,-0.18680095025245783,3
25,-0.47500887044905443,1.1910067092848642,3
26,-0.730689980544023,-0.18680095025245783,3
27,-0.730689980544023,-0.18680095025245783,3
28,-0.730689980544023,-0.18680095025245783,3
29,-0.730689980544023,-0.18680095025245783,3
30,2.218937551987177,-0.7342418028398096,3
31,-0.730689980544023,-0.18680095025245783,-1
32,-0.730689980544023,-0.18680095025245783,-1
33,-0.730689980544023,-0.18680095025245783,2
34,-0.730689980544023,-0.18680095025245783,-1
35,0.5082003070613454,1.0085264250890804,3
36,-0.730689980544023,-0.18680095025245783,2
37,-0.730689980544023,-0.18680095025245783,2
38,2.218937551987177,-0.7342418028398096,2
39,0.3821365103134449,0.32850569147737857,3
40,0.5082003070613454,1.0085264250890804,2
41,1.235728374476777,-0.5517615186440256,2
42,0.5082003070613454,1.0085264250890804,2
43,0.3785829937142776,0.31073949916346016,3
44,0.5082003070613454,1.0085264250890804,2
45,2.218937551987177,-0.7342418028398096,2
46,-0.730689980544023,-0.18680095025245783,-1
47,-0.730689980544023,-0.18680095025245783,-1
48,-0.730689980544023,-0.18680095025245783,3
49,1.235728374476777,-0.5517615186440256,2
50,-0.730689980544023,-0.18680095025245783,-1
51,-0.730689980544023,-0.18680095025245783,-1
52,0.2525191969663769,-0.3692812344482416,2
53,-0.730689980544023,-0.18680095025245783,2
54,0.3821365103134449,0.32850569147737857,2
55,-0.730689980544023,-0.18680095025245783,2
56,-0.730689980544023,-0.18680095025245783,3
57,0.5082003070613454,1.0085264250890804,2
58,-0.730689980544023,-0.18680095025245783,-1
59,-0.730689980544023,-0.18680095025245783,2
