index,0,1,Color
0,-0.9095519621940708,-0.07612951042376688,2
1,-0.9095519621940695,-0.0761295104236608,2
2,-0.9095519621940695,-0.07612951042364308,2
3,0.4157489750286969,0.17974320907611382,3
4,3.4266824593977345,0.30916301793091155,3
5,0.5274693712203093,0.05399800489088166,3
6,3.3149620632061216,0.43490822211614366,3
7,0.49297979350016086,0.8177351977782882,2
8,-0.9095519621940695,-0.07612951042364194,2
9,-0.9095519621940695,-0.07612951042364194,3
10,-0.9095519621940695,-0.07612951042364194,2
11,-0.9095519621940695,-0.07612951042364194,3
12,2.389600643879296,-0.9250607905942614,3
13,-0.31378023596338656,1.178974382541119,3
14,-0.9095519621940695,-0.07612951042364194,2
15,-0.9095519621940695,-0.07612951042364194,2
16,-0.9095519621940695,-0.07612951042364194,3
17,-0.9095519621940695,-0.07612951042364194,2
18,-0.9095519621940695,-0.07612951042364194,2
19,-0.9095519621940695,-0.07612951042364194,2
20,0.776080584952201,-0.20258242106859958,3
21,-0.9095519621940695,-0.07612951042364194,3
22,-0.9095519621940695,-0.07612951042364194,-1
23,-0.9095519621940695,-0.07612951042364194,2
24,-0.9095519621940695,-0.07612951042364194,2
25,-0.9095519621940695,-0.07612951042364194,-1
26,3.4266824593977345,0.30916301793091155,3
27,0.49297979350016086,0.8177351977782882,2
28,-0.9095519621940695,-0.07612951042364194,2
29,0.49297979350016086,0.8177351977782882,3
30,-0.9095519621940695,-0.07612951042364194,3
31,2.389600643879296,-0.9250607905942614,3
32,-0.9095519621940695,-0.07612951042364194,3
33,-0.9095519621940695,-0.07612951042364194,3
34,-0.9095519621940695,-0.07612951042364194,-1
35,0.49297979350016086,0.8177351977782882,3
36,-0.9095519621940695,-0.07612951042364194,2
37,0.49297979350016086,0.8177351977782882,3
38,-0.9095519621940695,-0.07612951042364194,-1
39,0.4157489750286969,0.1797432090761138,3
40,0.4157489750286969,0.1797432090761138,3
41,0.49297979350016086,0.8177351977782882,3
42,3.3149620632061216,0.43490822211614366,3
43,-0.9095519621940695,-0.07612951042364194,-1
44,-0.9095519621940695,-0.07612951042364194,2
45,2.389600643879296,-0.9250607905942614,3
46,-0.9095519621940695,-0.07612951042364194,3
47,3.3149620632061216,0.43490822211614366,3
48,-0.9095519621940695,-0.07612951042364194,-1
49,2.2778802476876834,-0.7993155864090291,3
50,2.389600643879296,-0.9250607905942614,3
51,-0.9095519621940695,-0.07612951042364194,2
52,-0.9095519621940695,-0.07612951042364194,2
53,-0.9095519621940695,-0.07612951042364194,-1
54,2.4668314623507603,-0.2870688018920873,2
55,-0.9095519621940695,-0.07612951042364194,3
56,0.6047001896917734,0.6919899935930559,3
57,-0.9095519621940695,-0.07612951042364194,2
58,-0.9095519621940695,-0.07612951042364194,3
59,-0.9095519621940695,-0.07612951042364194,2
60,-0.025561114259058063,0.20062329351570168,2
61,2.2778802476876834,-0.7993155864090291,3
62,-0.9095519621940695,-0.07612951042364194,3
63,-0.9095519621940695,-0.07612951042364194,-1
64,-0.9095519621940695,-0.07612951042364194,2
65,-0.9095519621940695,-0.07612951042364194,-1
66,-0.9095519621940695,-0.07612951042364194,3
67,-0.9095519621940695,-0.07612951042364194,2
68,-0.9095519621940695,-0.07612951042364194,2
69,-0.9095519621940695,-0.07612951042364194,-1
70,-0.9095519621940695,-0.07612951042364194,3
71,-0.9095519621940695,-0.07612951042364194,2
72,-0.9095519621940695,-0.07612951042364194,2
73,-0.9095519621940695,-0.07612951042364194,2
74,-0.9095519621940695,-0.07612951042364194,3
75,-0.9095519621940695,-0.07612951042364194,2
76,0.4157489750286969,0.1797432090761138,3
77,-0.9095519621940695,-0.07612951042364194,3
78,0.49297979350016086,0.8177351977782882,2
79,-0.9095519621940695,-0.07612951042364194,-1
80,0.49297979350016086,0.8177351977782882,3
81,2.4668314623507603,-0.2870688018920873,2
82,-0.9095519621940695,-0.07612951042364194,3
83,-0.9095519621940695,-0.07612951042364194,2
84,-0.9095519621940695,-0.07612951042364194,2
85,-0.9095519621940695,-0.07612951042364194,-1
