EMS_CALL_IDENTIFIER,VQ_COLOR_t1,VQ_COLOR_t2,VQ_COLOR_t3,VQ_COLOR_t4,VQ_COLOR_t5,VQ_COLOR_t6,VQ_COLOR_t7,VQ_COLOR_CALLS
1511110184678,3,3,3,3,3,2,2,1
1511111861332,3,3,3,3,3,3,2,0
1511121022389,3,3,3,3,2,2,2,0
1511122133012,3,3,3,2,2,2,3,0
1511152943328,3,3,3,3,3,3,3,1
1511157402634,3,3,3,3,3,3,3,1
1511158724664,3,3,1,2,0,1,2,1
1511160657159,3,3,3,3,3,3,2,1
1511161029522,3,3,3,3,3,3,3,1
1511161075849,3,3,3,3,3,3,2,0
1511161555442,3,3,3,3,3,0,2,1
1511161877183,3,3,3,3,3,3,3,1
1511161923480,3,3,3,3,3,3,3,1
1511162811791,3,3,3,2,2,3,2,1
1511163463184,3,3,3,3,3,3,3,1
1511164200424,3,3,3,3,3,3,3,1
1511164242882,3,3,3,2,2,2,3,0
1511164772039,3,3,3,3,3,3,3,1
1511165342097,3,3,3,3,3,3,3,1
1511165609167,3,3,3,3,3,3,3,0
