EMS_CALL_IDENTIFIER,VQ_COLOR_t1,VQ_COLOR_t2,VQ_COLOR_t3,VQ_COLOR_t4,VQ_COLOR_t5,VQ_COLOR_t6,VQ_COLOR_t7,VQ_COLOR_CALLS
1516090432570,3,3,3,2,3,2,2,2
1516090438403,3,3,3,2,1,0,2,2
1516090454773,3,3,3,0,2,2,2,2
1516090463967,3,3,3,3,2,2,2,2
1516090482149,3,3,3,3,2,2,2,3
1516090485901,3,3,3,3,2,2,2,2
1516090509344,3,3,3,2,2,2,2,2
1516090510993,3,3,3,3,2,2,2,2
1516090576577,3,3,3,3,2,3,2,3
1516090603283,3,3,3,3,3,3,3,3
1516090617459,3,3,3,3,1,2,2,2
1516090645018,3,3,3,3,2,2,2,3
1516090782042,3,3,3,3,3,3,3,2
1516090803005,3,3,3,3,2,2,2,2
1516090844332,3,3,2,3,2,2,2,2
1516090849915,3,3,3,3,2,2,2,2
1516090857607,3,3,3,3,2,3,2,2
1516090860356,3,3,3,3,2,2,2,2
1516090892440,3,3,3,3,3,2,2,2
1516090899472,3,3,3,3,2,2,2,2
1516090906348,3,3,3,3,3,2,2,3
1516090928873,3,3,3,2,2,2,3,2
1516090929212,3,3,2,2,2,2,3,3
1516090941520,3,3,2,3,2,2,2,2
1516090942374,3,3,2,2,2,2,3,3
1516091016691,3,3,3,3,3,3,2,2
1516091037618,3,3,3,3,3,2,2,3
1516091044745,3,3,2,2,2,2,3,3
1516091048693,3,3,3,3,2,2,2,2
1516091049654,3,3,3,3,2,2,2,2
1516091050170,3,3,3,2,2,2,2,2
1516091050462,3,3,3,2,3,2,2,2
1516091088061,3,3,3,2,2,2,2,2
1516091104192,3,3,2,3,2,2,2,2
1516091138838,3,3,3,3,3,3,2,2
1516091144822,3,3,3,2,2,2,2,2
1516091153881,3,3,3,3,2,3,2,2
1516091185230,3,3,3,2,2,2,2,3
1516091199565,3,3,3,2,2,2,2,3
1516091210883,3,3,3,3,3,3,3,2
1516091212017,3,3,3,3,2,2,2,2
1516091219537,3,3,3,2,3,2,2,3
1516091248986,3,3,3,3,2,2,2,2
1516091259566,3,3,3,3,3,3,3,2
1516091260695,3,3,3,3,3,2,2,2
1516091274613,3,3,3,3,0,2,1,2
1516091299469,3,3,2,3,3,2,2,2
1516091314703,3,3,3,3,2,2,2,3
1516091344227,3,3,3,3,3,3,2,2
1516091348377,3,3,3,3,2,2,2,2
1516091366961,3,3,3,3,3,3,2,1
1516091377061,3,3,3,3,3,3,2,2
1516091414533,3,3,3,2,2,3,3,2
1516091425178,3,3,2,3,2,2,2,3
1516091427903,3,3,3,3,3,3,2,2
1516091448760,3,3,3,3,3,2,2,1
1516091470465,3,3,3,3,3,3,2,2
1516091495817,3,3,3,2,3,2,2,2
1516091529350,3,3,3,3,0,1,2,2
1516091556259,3,3,2,3,2,2,2,2
1516091704420,3,3,3,3,2,2,2,3
1516091734150,3,3,3,3,3,3,3,2
1516091790610,3,3,3,3,2,2,2,2
1516091801226,3,3,2,3,0,2,2,2
1516091818897,3,3,3,3,3,3,3,2
1516091819621,3,3,3,3,2,2,2,2
1516091892295,3,3,3,2,2,3,2,2
1516091909018,3,3,3,3,3,3,2,3
1516091912746,3,3,3,3,2,2,2,2
1516091953179,3,3,3,3,2,2,2,3
1516091955898,3,3,3,3,3,2,2,2
1516091965663,3,3,2,2,2,2,3,3
1516091970695,3,3,2,3,3,2,2,2
1516091985996,3,3,3,2,2,2,2,2
1516091996972,3,3,3,2,3,2,2,2
1516092037628,3,3,3,3,2,2,2,2
1516092060406,3,3,3,3,3,2,2,3
1516092069247,3,3,3,2,0,2,2,2
1516092109020,3,3,3,3,3,3,2,2
1516092186657,3,3,3,3,2,2,2,2
1516092196737,3,3,3,2,3,2,2,2
1516092206633,3,3,3,3,2,2,2,2
1516092207965,3,3,3,2,3,2,2,2
1516092236075,3,3,3,2,2,2,2,3
1516092250176,3,3,3,3,2,2,2,2
1516092263584,3,3,3,3,2,2,2,3
1516092267078,3,3,3,3,3,3,3,2
1516092267723,3,3,2,3,3,2,2,3
1516092317244,3,3,3,2,3,2,2,2
1516092363428,3,3,3,3,3,3,3,2
1516092366284,3,3,3,3,3,3,2,2
1516092444828,3,3,3,2,2,2,2,3
1516092456963,3,3,3,2,3,2,2,3
1516092490236,3,3,3,3,3,2,3,2
1516092494687,3,3,3,3,2,2,2,2
1516092497119,3,3,3,3,2,2,2,3
1516092498020,3,3,2,3,3,2,2,3
1516092524498,3,3,3,3,3,3,3,2
1516092528212,3,3,3,3,3,2,2,2
1516092542301,3,3,2,2,2,2,2,2
1516092543480,3,3,3,2,2,2,2,2
1516092555310,3,3,2,3,2,3,2,2
1516092608066,3,3,2,2,2,2,3,3
1516092616873,3,3,2,2,2,2,3,3
1516092618059,3,3,3,3,3,3,2,2
1516092650016,3,3,3,3,2,2,2,2
1516092656292,3,3,3,3,2,2,2,3
1516092671251,3,3,3,3,2,2,2,3
1516092754568,3,3,3,2,3,2,2,2
1516092762695,3,3,3,3,3,3,2,2
1516092802292,3,3,3,2,2,2,2,2
1516092806411,3,3,3,3,2,2,2,3
1516092856737,3,3,2,3,3,2,2,2
1516092866782,3,3,3,2,3,2,2,2
1516092892519,3,3,3,3,3,3,3,3
1516092895306,3,3,3,2,3,2,2,3
1516092899852,3,3,3,3,2,2,2,2
1516092920309,3,3,3,2,2,2,2,2
1516092975363,3,3,3,3,3,3,3,2
1516092976550,3,3,3,2,2,3,3,2
1516093002339,3,3,3,3,2,2,2,2
1516093038969,3,3,3,3,3,3,3,2
1516093040136,3,3,3,3,2,3,3,2
1516093072450,3,3,2,3,2,3,2,2
1516093077865,3,3,2,2,2,2,3,3
1516093142785,3,3,3,3,2,2,2,2
1516093158861,3,3,3,3,3,2,2,2
1516093190421,3,3,3,3,3,3,3,2
1516093209226,3,3,3,3,3,3,2,2
1516093210379,3,3,3,2,2,3,3,2
1516093230008,3,3,3,3,3,3,3,2
1516093236062,3,3,3,3,3,3,3,2
1516093237167,3,3,3,3,3,3,2,2
1516093242412,3,3,3,3,3,2,2,2
1516093268844,3,3,3,3,2,3,2,2
1516093305229,3,3,3,3,3,3,2,2
1516093381830,3,3,3,3,3,2,3,2
1516093387753,3,3,3,3,2,2,2,2
1516093388905,3,3,3,2,2,2,2,2
1516093392187,3,3,2,3,2,2,2,3
1516093441508,3,3,3,3,0,2,0,2
1516093480637,3,3,3,3,2,2,2,2
1516093501787,3,3,3,3,3,3,3,2
1516093502928,3,3,3,3,3,3,2,2
1516093586235,3,3,2,3,2,2,2,2
1516093602491,3,3,3,3,3,3,3,2
1516093603604,3,3,3,2,2,3,3,2
1516093657948,3,3,2,3,2,2,2,2
1516093715078,3,3,3,3,3,3,3,2
1516093716243,3,3,3,3,2,2,2,2
1516093742334,3,3,3,3,2,2,2,3
1516093766658,3,3,2,3,2,1,2,2
1516093793938,3,3,3,3,3,3,3,3
1516093795198,3,3,3,3,3,2,2,3
1516093796973,3,3,2,2,2,2,2,2
1516093814482,3,3,3,3,2,2,2,3
1516093815684,3,3,3,2,2,2,2,3
1516093822171,3,3,3,2,2,2,2,2
1516093835872,3,3,3,3,2,2,2,2
1516093874593,3,3,3,3,3,2,2,2
1516093895223,3,3,3,3,3,0,2,2
1516093897515,3,3,3,3,2,2,2,2
1516093932030,3,3,3,3,3,2,2,3
1516093952858,3,3,2,3,0,1,2,2
1516094014797,3,3,3,3,2,2,2,3
1516094030297,3,3,3,3,3,3,2,2
1516094058734,3,3,2,3,2,2,2,2
1516094072914,3,3,3,3,3,3,2,2
1516094079331,3,3,3,3,1,2,2,2
1516094105746,3,3,3,3,3,3,3,3
1516094106945,3,3,3,3,3,3,2,3
1516094122284,3,3,3,3,3,3,2,3
1516094123408,3,3,3,3,3,2,2,3
1516094136961,3,3,2,3,0,2,2,2
1516094138917,3,3,3,2,3,2,2,3
1516094184162,3,3,3,3,3,3,2,2
1516094194466,3,3,3,3,0,2,2,2
1516094288309,3,3,3,3,3,3,3,2
1516094289473,3,3,3,3,2,2,3,2
1516094299285,3,3,3,3,0,2,1,2
1516094326864,3,3,3,3,3,3,1,2
1516094363293,3,3,3,3,3,3,3,2
1516094364456,3,3,3,3,2,2,3,2
1516094370434,3,3,3,3,2,2,2,2
1516094373434,3,3,3,3,3,3,2,3
1516094394581,3,3,3,3,2,2,2,2
1516094395682,3,3,3,3,2,2,2,2
1516094444042,3,3,3,3,2,2,2,2
1516094466026,3,3,3,3,2,2,2,3
1516094466141,3,3,3,3,2,2,2,3
1516094511679,3,3,3,3,3,3,3,2
1516094512842,3,3,3,3,2,2,3,2
1516094515746,3,3,2,2,2,2,3,3
1516094516900,3,3,2,3,2,2,2,2
1516094552790,3,3,2,3,2,3,2,2
1516094568379,3,3,3,3,2,2,2,2
1516094588552,3,3,3,3,3,3,2,2
1516094593595,3,3,3,3,2,2,2,3
1516094691650,3,3,3,3,3,3,2,2
1516094744648,3,3,2,3,2,2,2,2
1516094779224,3,3,3,3,2,2,2,2
1516094840774,3,3,3,3,2,2,2,3
1516094848785,3,3,3,3,3,3,3,2
1516094850717,3,3,3,3,2,2,2,2
1516094918636,3,3,3,3,2,3,2,2
1516094940237,3,3,3,3,3,3,3,2
1516095036432,3,3,3,3,2,2,2,2
1516095065550,3,3,3,3,3,3,3,2
1516095066691,3,3,3,2,3,3,2,2
1516095083087,3,3,3,3,3,2,2,2
1516095137171,3,3,3,3,3,2,3,2
1516095178703,3,2,3,2,2,3,2,3
1516095188310,3,3,3,3,3,3,3,2
1516095189497,3,3,3,3,0,2,0,3
1516095203252,3,3,3,3,2,2,2,2
1516095205567,3,3,3,3,3,3,3,2
1516095206674,3,3,3,3,3,3,3,2
1516095217272,3,3,3,3,2,2,2,2
1516095221690,3,3,3,2,3,2,2,2
1516095224945,3,3,2,3,1,2,2,2
1516095228942,3,3,3,3,0,1,0,2
1516095258228,3,3,3,3,3,3,2,2
1516095260737,3,3,3,3,3,2,2,3
1516095271285,3,3,3,2,2,2,2,2
1516095335745,3,3,3,3,2,3,3,2
1516095384216,3,3,2,2,2,2,3,3
1516095396020,3,3,3,2,3,2,2,2
1516095440712,3,3,3,3,2,2,2,3
1516095444489,3,3,3,3,2,2,2,2
1516095470600,3,3,2,3,3,2,3,3
1516095480637,3,3,2,3,3,2,2,2
1516095490862,3,3,3,3,2,2,2,2
1516095503388,3,3,3,3,2,2,2,2
1516095503820,3,3,3,3,2,2,3,2
1516095506918,3,3,3,3,3,3,3,2
1516095516304,3,3,2,3,2,2,2,2
1516095522859,3,3,3,3,3,3,0,2
1516095559550,3,3,3,3,3,0,1,2
1516095572742,3,3,3,3,0,3,2,3
1516095595997,3,3,3,3,1,2,2,3
1516095603278,3,3,2,3,2,3,2,2
1516095605623,3,3,3,3,2,2,2,2
1516095658018,3,3,2,2,2,2,3,3
1516095668192,3,3,2,2,2,2,3,3
1516095675174,3,3,3,3,2,2,2,2
1516095737937,3,3,3,3,3,3,3,2
1516095810538,3,3,3,3,3,2,2,2
1516095815260,3,3,3,3,2,2,2,2
1516095842893,3,3,3,3,2,2,2,2
1516095886673,3,3,3,3,3,3,3,2
1516095887830,3,3,3,3,2,3,2,2
1516095893590,3,3,3,3,2,2,2,2
1516095922199,3,3,3,2,3,2,3,2
1516095928805,3,3,3,3,2,2,2,3
1516095966278,3,3,3,3,0,2,0,2
1516095968811,3,3,3,3,2,2,2,3
1516095998275,3,3,3,3,2,2,2,2
1516096013978,3,3,3,3,1,2,2,2
1516096048141,3,3,3,2,2,2,3,2
1516096051589,3,3,3,2,2,2,2,3
1516096062333,3,3,3,2,2,2,2,2
1516096096098,3,3,3,2,3,2,3,2
1516096179936,3,3,3,3,2,2,2,2
1516096180562,3,3,2,3,2,2,2,3
1516096180690,3,3,3,2,3,2,2,2
1516096186775,3,3,3,2,3,2,2,3
1516096189245,3,3,2,3,3,2,2,2
1516096211511,3,3,3,3,2,2,2,2
1516096214624,3,3,3,3,3,3,3,2
1516096215871,3,3,3,3,0,2,2,2
1516096222706,3,3,3,3,3,3,3,2
1516096223870,3,3,3,3,2,2,1,2
1516096272047,3,3,3,3,3,3,3,2
1516096273212,3,3,3,3,2,0,0,2
1516096294751,3,3,3,2,1,0,2,2
1516096303823,3,3,3,3,2,2,2,2
1516096304140,3,3,3,3,3,3,3,2
1516096305353,3,3,3,3,1,3,1,2
1516096313316,3,3,3,3,3,2,3,2
1516096338676,3,3,3,3,3,2,2,2
1516096345360,3,3,3,3,2,2,2,3
1516096346484,3,3,3,3,3,3,2,2
1516096363307,3,3,3,3,2,2,2,2
1516096366004,3,3,3,2,2,2,2,3
1516096368912,3,3,3,1,2,2,2,2
1516096389083,3,3,3,3,2,2,2,2
1516096433558,3,3,3,3,3,3,2,2
1516096443945,3,3,2,3,3,2,2,2
1516096501503,3,3,3,3,0,2,2,2
1516096538255,3,3,3,3,3,3,3,2
1516096539437,3,3,3,3,2,0,0,2
1516096542918,3,3,2,3,2,2,2,2
1516096560343,3,3,3,0,2,2,2,2
1516096563464,3,3,3,3,2,2,2,3
1516096590555,3,3,3,3,3,2,2,2
1516096595469,3,3,3,3,2,2,2,2
1516096617574,3,3,2,2,2,2,3,3
1516096621275,3,3,3,3,3,3,3,2
1516096622289,3,3,3,3,3,3,3,2
1516096624713,3,3,2,2,2,2,3,3
1516096704379,3,3,3,3,2,2,2,2
1516096712002,3,3,2,3,2,2,2,2
1516096718082,3,3,2,2,2,3,2,2
1516096734163,3,3,2,3,2,2,2,2
1516096785335,3,3,3,3,2,2,2,2
1516096816627,3,3,3,3,3,2,2,2
1516096870367,3,3,3,3,3,3,3,2
1516096871656,3,3,3,3,2,1,1,2
1516096983934,3,3,3,3,3,2,2,3
1516097035578,3,3,3,3,3,3,3,2
1516097036760,3,3,3,3,2,2,2,2
1516097037584,3,3,3,2,3,2,2,2
1516097040249,3,3,3,3,2,2,2,2
1516097045883,3,3,2,3,0,0,2,2
1516097072788,3,3,3,3,3,3,3,2
1516097073950,3,3,3,2,3,2,2,2
1516097085125,3,3,3,3,2,2,2,2
1516097097023,3,3,3,3,2,2,2,2
1516097105093,3,3,3,3,3,3,2,2
1516097112541,3,3,3,3,2,2,2,2
1516097145536,3,3,3,3,1,2,2,2
1516097173138,3,3,3,3,1,2,2,2
1516097231598,3,3,3,3,2,2,3,2
1516097249883,3,3,3,3,3,3,2,2
1516097262342,3,3,3,3,3,3,2,2
1516097262814,3,3,3,3,3,3,2,2
1516097266782,3,3,2,3,2,3,2,2
1516097270666,3,3,3,3,2,2,2,2
1516097279742,3,3,3,2,2,2,2,2
1516097302901,3,3,3,3,2,2,2,2
1516097326279,3,3,3,3,2,2,2,2
1516097386429,3,3,3,3,2,2,2,3
1516097391986,3,3,3,3,2,3,2,2
1516097393575,3,3,3,3,2,2,2,2
1516097402218,3,3,3,3,2,2,2,3
1516097405632,3,3,3,3,3,3,2,2
1516097425370,3,3,3,3,3,2,2,3
1516097428306,3,3,3,3,2,2,2,3
1516097449375,3,3,2,3,2,3,2,2
1516097455459,3,3,3,3,2,2,2,3
1516097467566,3,3,3,3,3,2,2,3
1516097577209,3,3,3,3,2,2,2,2
1516097603400,3,3,3,3,2,2,2,3
1516097606105,3,3,3,3,2,2,2,2
1516097614413,3,3,3,3,2,2,2,2
1516097616335,3,3,3,3,2,2,2,2
1516097643720,3,3,3,3,2,2,2,2
1516097644138,3,3,3,3,2,2,2,2
1516097698569,3,3,3,3,2,2,2,2
1516097715050,3,3,3,3,2,2,2,3
1516097725511,3,3,3,3,2,2,2,3
1516097759702,3,3,3,3,1,2,2,2
1516097761638,3,3,3,3,3,2,3,2
1516097765075,3,3,3,3,2,2,2,3
1516097768149,3,3,3,3,3,0,2,2
1516097768190,3,3,3,3,3,3,3,3
1516097774324,3,3,3,3,3,1,2,2
1516097786434,3,3,3,3,3,3,3,2
1516097795947,3,3,3,3,2,2,2,3
1516097825413,3,3,3,3,2,3,2,2
1516097832266,3,3,2,2,2,2,3,3
1516097913007,3,3,3,3,3,2,2,2
1516097968462,3,3,3,3,3,3,2,2
1516097970923,3,3,3,3,3,3,3,2
1516097972108,3,3,3,3,2,2,2,2
1516097978345,3,3,3,2,3,2,2,2
1516098002082,3,3,3,3,3,3,2,2
1516098002461,3,3,3,3,3,3,3,3
1516098002650,3,3,3,3,2,2,2,3
1516098012459,3,3,2,3,3,2,2,2
1516098067080,3,3,3,3,2,2,2,3
1516098081214,3,3,3,3,2,3,2,2
1516098111515,3,3,2,2,2,2,3,3
1516098113480,3,3,3,2,2,2,2,3
1516098161363,3,3,2,3,2,3,2,2
1516098250239,3,3,3,3,2,2,2,2
1516098336584,3,3,3,2,2,2,2,3
1516098341085,3,3,2,2,2,2,3,3
1516098342342,3,3,3,3,2,2,3,3
1516098367540,3,3,3,3,3,3,3,2
1516098368693,3,3,3,3,2,2,2,2
1516098391465,3,3,3,2,3,3,2,2
1516098459050,3,3,3,3,2,2,2,2
1516098493447,3,3,3,3,3,2,3,2
1516098515458,3,3,3,3,2,2,2,2
1516098544278,3,3,3,3,2,2,2,2
1516098623044,3,3,3,2,3,3,3,2
1516098662153,3,3,3,2,0,1,2,2
1516098726641,3,3,3,2,2,2,2,2
1516098769274,3,3,2,2,2,2,3,3
1516098776127,3,3,2,2,2,2,3,3
1516098787329,3,3,3,3,3,2,2,2
1516098789178,3,3,3,3,3,2,2,3
1516098800011,3,3,2,2,2,2,3,3
1516098848463,3,3,3,3,2,2,2,2
1516098900482,3,3,3,3,2,2,2,2
1516098976236,3,3,2,3,3,2,2,2
1516098997342,3,3,3,2,3,2,2,2
1516099005082,3,3,2,3,2,2,2,2
1516099019065,3,3,2,3,2,3,3,3
1516099050023,3,3,3,3,2,2,2,2
1516099054965,3,3,3,3,2,2,2,2
1516099085185,3,3,3,3,2,2,2,2
1516099093391,3,3,3,3,3,3,2,2
1516099133696,3,3,3,3,3,3,2,2
1516099190334,3,3,2,3,2,2,2,2
1516099287802,3,3,3,3,3,2,2,3
1516099289853,3,3,3,3,2,2,2,3
1516099301978,3,3,3,3,3,3,2,2
1516099376636,3,3,3,3,2,2,2,2
1516099393214,3,3,3,3,2,2,2,2
1516099420759,3,3,3,3,2,2,2,2
1516099626828,3,3,3,3,3,2,3,2
1516099637311,3,3,3,2,3,2,2,3
1516099640752,3,3,3,3,3,3,2,2
1516099746688,3,3,3,3,3,3,2,2
1516099759190,3,3,2,3,2,2,2,2
1516099819157,3,3,3,2,2,2,2,2
1516099824621,3,3,3,3,2,2,2,2
1516100014731,3,3,3,3,3,2,2,2
1516100019631,3,3,3,3,2,2,2,2
1516100034981,3,3,3,3,3,3,2,2
1516100094293,3,3,3,3,2,2,2,2
1516100114561,3,3,3,3,3,3,2,2
1516100153306,3,3,3,3,3,3,3,2
1516100154459,3,3,3,3,2,2,2,2
1516100178110,3,3,3,3,2,2,2,2
1516100213502,3,3,3,3,2,2,2,2
1516100234356,3,3,3,3,2,2,2,2
1516100237038,3,3,3,2,2,2,2,2
1516100246255,3,3,3,3,3,2,0,2
1516100319274,3,3,3,3,2,2,2,2
1516100396249,3,3,3,3,3,3,2,2
1516100422205,2,2,2,2,3,3,3,2
1516100474312,3,3,3,3,3,3,2,2
1516100517878,3,3,3,3,2,2,2,2
1516100572164,3,3,3,3,0,1,2,2
1516100580102,3,3,3,3,2,2,2,3
1516100599515,3,3,3,3,3,3,3,2
1516100600640,3,3,3,3,0,0,3,2
1516100625195,3,3,3,3,3,3,2,2
1516100673796,3,3,3,2,2,2,2,3
1516100702239,3,3,3,1,2,0,2,2
1516100745575,3,3,3,3,2,2,2,3
1516100769481,3,3,3,3,2,2,2,3
1516100788998,2,2,2,2,3,3,3,2
1516100807852,2,2,2,2,3,3,3,2
1516100821829,3,2,2,2,2,3,3,3
1516100847373,3,3,3,3,3,3,3,2
1516100923552,3,3,3,3,2,2,2,2
1516100952335,3,3,3,3,2,2,2,2
1516100973606,3,3,3,3,2,2,2,2
1516101014400,3,3,3,3,2,2,2,3
1516101088308,3,3,3,3,2,2,2,2
1516101093259,3,3,2,2,2,2,3,3
1516101169060,3,3,2,3,2,3,3,3
1516101184449,3,3,3,2,2,2,2,3
1516101235602,3,3,2,3,3,2,2,3
1516101251000,3,3,3,2,2,2,2,3
1516101379576,3,3,3,3,2,2,2,2
1516101418515,3,3,2,3,0,2,0,2
1516101427986,3,3,2,3,2,2,2,2
1516101440505,3,3,2,3,2,2,2,2
1516101446122,3,3,3,2,3,2,2,2
1516101497608,3,3,3,3,3,3,2,2
1516101579939,3,3,3,3,2,2,2,2
1516101583030,3,3,3,3,2,2,2,3
1516101595848,3,3,2,2,2,2,3,3
1516101620867,3,3,3,2,3,2,2,3
1516101710886,3,3,3,3,1,0,1,2
1516101717099,3,3,3,3,3,3,3,2
1516101718224,3,3,3,3,2,2,1,2
1516101779435,3,3,3,3,2,2,2,3
1516101790831,3,3,3,3,2,2,2,2
1516101854527,3,3,3,3,3,3,2,2
1516101890335,3,3,3,3,3,2,2,2
1516101892370,3,3,3,3,2,2,2,2
1516101901446,3,3,3,3,3,3,2,2
1516101902720,3,3,3,3,1,1,3,2
1516101918379,3,3,3,3,2,2,2,2
1516101941068,3,3,3,3,3,3,2,2
1516101942193,3,3,3,3,3,2,2,2
1516101998029,3,3,3,3,2,2,2,2
1516102042177,3,3,3,3,3,2,2,2
1516102087436,3,3,3,3,3,2,3,2
1516102160832,3,3,3,3,2,2,2,3
1516102160927,3,3,2,2,2,2,2,2
1516102256257,3,3,3,3,0,2,0,3
1516102284067,3,3,3,2,3,2,2,2
1516102394874,3,3,3,3,0,2,0,2
1516102425228,3,3,3,3,3,2,2,3
1516102498636,3,3,3,3,2,2,2,3
1516102518467,3,3,3,3,2,2,2,2
1516102540793,3,3,3,3,2,2,2,3
1516102543692,3,3,3,3,2,2,2,2
1516102546767,3,3,3,3,2,2,2,2
1516102555270,3,3,3,3,3,2,2,3
1516102558072,3,3,3,3,3,2,2,3
1516102572234,3,3,3,3,3,3,3,2
1516102573469,3,3,3,3,3,2,2,2
1516102601748,3,3,3,3,3,3,3,2
1516102602844,3,3,3,3,3,2,2,2
1516102621575,3,3,3,3,3,3,3,2
1516102622679,3,3,3,3,3,2,2,2
1516102627072,3,3,2,3,2,2,2,3
1516102646867,3,3,3,3,3,2,2,2
1516102673556,3,3,3,3,2,2,2,2
1516102690370,3,3,3,3,3,3,3,2
1516102691553,3,3,3,3,2,2,2,3
1516102697380,3,3,3,3,1,2,2,2
1516102757534,3,3,3,3,3,3,3,3
1516102758694,3,3,3,3,3,2,2,3
1516102762425,3,3,2,2,2,3,2,3
1516102771071,3,3,3,3,2,2,2,2
1516102772820,3,3,3,3,3,3,3,2
1516102773947,3,3,3,3,2,2,2,3
1516102777685,3,3,3,3,0,2,2,2
1516102825252,3,3,3,3,2,2,2,2
1516102856968,3,3,3,2,2,2,2,3
1516102890209,3,3,3,3,2,2,2,3
1516102891805,3,3,2,2,2,2,3,3
1516102923204,3,3,3,3,0,1,2,2
1516102945245,3,3,2,2,1,2,2,1
1516102951981,3,3,3,3,3,3,3,3
1516102972909,3,3,3,3,2,2,2,1
1516102994498,3,3,2,3,0,2,0,2
1516102999690,3,3,3,3,0,2,0,2
1516103018838,3,3,3,2,2,2,2,2
1516103043003,3,3,2,3,2,2,2,3
1516103081895,3,3,3,0,2,2,2,2
1516103101266,3,3,3,3,2,2,2,2
1516103128807,3,3,1,3,2,0,2,2
1516103167899,3,3,3,3,2,2,2,3
1516103193629,3,3,3,3,2,2,2,2
1516103225435,3,3,3,3,3,3,3,3
1516103238240,3,3,2,3,3,2,2,2
1516103259638,3,3,3,3,2,2,2,3
1516103280220,3,3,3,3,2,2,2,3
1516103334236,3,3,3,3,0,2,2,2
1516103339583,3,3,3,3,2,2,2,3
1516103379525,3,3,3,3,2,2,2,2
1516103379696,3,3,3,3,3,3,2,2
1516103386119,3,3,2,3,2,2,2,2
1516103405559,3,3,3,3,3,3,3,3
1516103411559,3,3,3,3,2,2,2,3
1516103433208,3,3,3,3,3,3,2,2
1516103436960,3,3,3,3,3,2,3,2
1516103473324,3,3,3,2,3,2,3,3
1516103483719,3,3,3,2,2,2,2,2
1516103486121,3,3,3,3,3,2,2,2
1516103497246,3,3,3,2,2,2,2,2
1516103522813,3,3,3,2,2,2,2,3
1516103531554,3,3,3,3,2,2,2,2
1516103566776,3,3,3,3,2,2,2,2
1516103587866,3,3,2,3,3,2,3,2
1516103591175,3,3,3,3,3,3,2,2
1516103636141,3,3,3,3,2,2,2,2
1516103769584,3,3,3,3,3,3,2,2
1516103806625,3,3,3,3,3,3,3,2
1516103829548,3,3,3,3,3,3,3,3
1516103830807,3,3,3,3,2,2,2,2
1516103831431,3,3,3,2,2,2,2,2
1516103854625,3,3,3,2,2,3,2,2
1516103854888,3,3,3,3,3,2,3,2
1516103855521,3,3,3,3,3,2,2,2
1516103859507,3,3,2,3,2,2,2,2
1516103869048,3,3,3,3,2,2,2,2
1516103888114,3,3,3,3,1,2,2,2
1516103889462,3,3,3,3,2,3,2,3
1516103908372,3,3,2,2,2,2,3,3
1516103916357,3,3,3,3,2,2,2,2
1516103995129,3,3,3,2,0,2,2,2
1516104021829,3,3,3,3,2,2,2,2
1516104040527,3,3,3,3,3,3,2,2
1516104048250,3,3,2,3,3,2,2,2
1516104071062,3,3,3,3,2,2,2,2
1516104087883,3,3,3,2,2,2,2,3
1516104172905,3,3,3,3,2,2,2,2
1516104173502,3,3,3,3,3,3,3,2
1516104185663,3,3,3,3,3,3,3,3
1516104214267,3,3,3,3,2,2,2,2
1516104248924,3,3,3,3,2,2,2,2
1516104252105,3,3,3,3,2,2,2,3
1516104271802,3,3,3,2,3,2,3,3
1516104275784,3,3,3,2,2,2,2,3
1516104290778,3,3,3,3,3,3,3,2
1516104291885,3,3,3,3,2,2,3,3
1516104306766,3,3,3,3,3,3,3,3
1516104324783,3,3,3,3,3,2,2,2
1516104348173,3,3,3,2,2,2,2,2
1516104373763,3,3,3,3,2,2,2,2
1516104390946,3,3,3,3,2,2,2,2
1516104400400,3,3,3,2,2,2,2,2
1516104421521,3,3,3,3,2,2,2,2
1516104428511,3,3,3,3,3,2,2,3
1516104438104,3,3,2,3,3,2,2,2
1516104456562,3,3,3,3,3,2,2,2
1516104465233,3,3,3,3,2,2,2,3
1516104476600,3,3,3,3,2,2,2,2
1516104490181,3,3,3,2,2,2,2,2
1516104506143,3,3,3,3,2,2,2,3
1516104535577,3,3,3,3,3,3,2,2
1516104543688,3,3,3,3,3,3,3,2
1516104544853,3,3,3,3,3,3,2,2
1516104646078,3,3,3,3,2,3,2,2
1516104648685,3,3,3,3,3,2,2,3
1516104651029,3,3,3,2,2,2,3,3
1516104740844,3,3,3,3,2,2,2,2
1516104818356,3,3,3,3,3,2,2,3
1516104844716,3,3,3,3,3,3,3,2
1516104845910,3,3,3,3,2,2,2,2
1516104855364,3,3,3,2,2,2,2,2
1516104855608,3,3,3,3,2,2,2,2
1516104868479,3,3,3,3,2,2,2,2
1516104914664,3,3,3,3,2,2,2,2
1516104945406,3,3,3,3,3,2,2,3
1516104948511,3,3,2,3,2,2,3,3
1516104966933,3,3,3,3,2,2,2,2
1516104968124,3,3,3,3,2,2,2,2
1516104972593,3,3,3,3,2,2,2,2
1516104972835,3,3,3,3,2,2,2,2
1516104975641,3,3,3,3,3,2,2,3
1516104988732,3,3,3,3,2,2,2,2
1516104990238,3,3,3,3,2,2,2,2
1516105007624,3,3,3,3,2,2,2,2
1516105028486,3,3,3,3,1,2,1,2
1516105050917,3,3,3,3,3,3,3,2
1516105052048,3,3,3,3,3,3,3,2
1516105052086,3,3,3,2,2,3,2,2
1516105074457,3,3,3,3,2,3,2,2
1516105088146,3,3,3,3,2,2,2,2
