EMS_CALL_IDENTIFIER,VQ_COLOR_t1,VQ_COLOR_CALLS
1507463950914,3,1
1507464054432,3,1
1507464274141,3,1
1507464556317,3,1
1507464751287,3,1
1507464760421,3,1
1507464897054,3,1
1507464897504,3,1
1507464919381,3,1
1507464920489,3,1
1507464930625,3,0
1507464950922,3,0
1507464958497,3,0
1507464958889,3,0
1507464966768,3,1
1507464968597,3,1
1507464969701,3,0
1507465101555,3,0
1507465109772,3,1
1507465120020,3,0
1507465121503,3,1
1507465230205,3,0
1507465231226,3,0
1507465239351,3,0
1507465240363,3,0
1507465252596,3,0
1507465265044,3,0
1507465270314,3,1
1507465280009,3,0
1507465283172,3,0
1507465293407,3,0
1507465320414,3,1
1507465320788,3,1
1507465329116,3,1
1507465371708,3,1
1507465372824,3,1
1507465391996,3,0
1507465393197,3,0
1507465423882,3,1
1507465441056,3,1
1507465444139,3,1
1507465451179,3,1
1507465491859,3,0
1507465494005,3,1
1507465735821,3,1
1507466348503,3,1
1507466388125,3,0
1507466430589,3,1
1507466561678,3,1
1507466571276,3,1
1507466571981,3,1
1507466572656,3,1
1507466581425,3,0
1507466581953,3,0
1507466582967,3,0
1507466590509,3,1
1507466781234,3,0
1507466781908,3,1
1507466782060,3,0
1507466791241,3,1
1507466793228,3,1
1507466820980,3,1
1507466821778,3,0
1507466851584,3,1
1507466863272,3,1
1507466954839,3,1
1507467437693,3,1
1507467498443,3,0
1507467516420,3,0
1507467527920,3,0
1507467545470,3,0
1507467787048,3,1
1507467788941,3,1
1507467807253,3,1
1507467846026,3,0
1507467899971,3,0
1507468149463,3,1
1507468151475,3,1
1507468153049,3,0
1507468163843,3,0
1507468164704,3,0
1507468171629,3,1
1507468180833,3,1
1507468181806,3,0
1507468183076,3,1
1507468193106,3,0
1507468201319,3,1
1507468202207,3,0
1507468203227,3,0
1507468212525,3,0
1507468213740,3,1
1507468221725,3,1
1507468223647,3,1
1507468235681,3,0
1507468241910,3,0
1507468248884,3,0
1507468251017,3,1
1507468253085,3,0
1507468254052,3,0
1507468263465,3,1
1507468264396,3,0
1507468273431,3,1
1507468281474,3,1
1507468293671,3,1
1507468340348,3,1
1507468352731,3,1
1507468375109,3,1
1507468565566,3,1
1507469794554,3,1
1507469795176,3,1
1507469857153,3,1
1507469876691,3,1
1507470602735,3,1
1507470720107,3,1
1507470728354,3,1
1507470740401,3,1
1507470749477,3,0
1507470751801,3,1
1507470756694,3,1
1507470758372,3,1
1507470759051,3,1
1507470766629,3,1
1507470768556,3,1
1507470768991,3,1
1507470772222,3,0
1507470792445,3,0
1507470801282,3,0
1507470809746,3,0
1507470863671,3,0
1507470864429,3,0
1507470870750,3,0
1507470874601,3,0
1507470891338,3,0
1507471053647,3,1
1507471061387,3,1
1507471170899,3,1
1507471172087,3,1
1507471304382,3,1
1507471526896,3,1
1507472305596,3,1
1507472778926,3,1
1507473359291,3,1
1507473579476,3,1
1507473647996,3,0
1507473650294,3,0
1507473650688,3,0
1507473660806,3,0
1507473670336,3,0
1507473678443,3,0
1507473680585,3,0
1507473688232,3,1
1507473688825,3,0
1507473691521,3,0
1507473693663,3,0
1507473703536,3,0
1507473703757,3,0
1507473711129,3,0
1507473721236,3,0
1507473744018,3,0
1507474101825,3,1
1507474114375,3,1
1507474124581,3,1
1507474133672,3,1
1507474173486,3,1
1507474222917,3,1
1507475019744,3,1
1507475688471,3,1
1507475761145,3,1
1507475825094,3,1
1507476160457,3,0
1507476169941,3,0
1507476188461,3,0
1507476198622,3,1
1507476210128,3,0
1507476220279,3,0
1507476220629,3,0
1507476231203,3,0
1507476239244,3,0
1507476258062,3,0
1507476258296,3,0
1507476259197,3,0
1507476512819,3,0
1507476522163,3,1
1507476522822,3,0
1507476573029,3,1
1507476573609,3,1
1507476670181,3,1
1507477024114,3,1
1507477032189,3,1
1507477044241,3,1
1507477093144,3,1
1507478332426,3,1
1507478564157,3,1
1507478664721,3,1
1507478673876,3,0
1507478697961,3,0
1507478702132,3,0
1507478704606,3,0
1507478708443,3,0
1507478712673,3,0
1507478715048,3,0
1507478715485,3,1
1507478725746,3,0
1507478729080,3,0
1507478735943,3,0
1507478748473,3,0
1507478749149,3,0
1507478756137,3,0
1507479028077,3,0
1507479039279,3,0
1507479071116,3,1
1507479081304,3,1
1507480736546,3,1
1507481041724,3,1
1507481245257,3,1
1507481443593,3,0
1507481446212,3,1
1507481474036,3,0
1507481476666,3,0
1507481489108,3,1
1507481567018,3,1
1507481571408,3,1
1507481573665,3,0
1507481574993,3,0
1507481575027,3,0
1507481582507,3,0
1507481587974,3,0
1507481588721,3,0
1507481591785,3,0
1507481594200,3,0
1507481595388,3,0
1507481596297,3,0
1507481623524,3,1
1507481633569,3,1
1507481634770,3,1
1507481642612,3,0
1507481643731,3,1
1507481644759,3,0
1507481980539,3,1
1507484334113,3,1
1507484364661,3,0
1507484388083,3,1
1507484445896,3,0
1507484467063,3,1
1507484485595,3,1
1507484487994,3,0
1507484497970,3,1
1507484505898,3,0
1507484514289,3,0
1507484516326,3,0
