EMS_CALL_IDENTIFIER,VQ_COLOR_t1,VQ_COLOR_CALLS
1507942017945,3,1
1507942017953,3,1
1507942017965,3,1
1507942017978,3,1
1507942018188,3,1
1507942018213,3,1
1507942053243,3,1
1507942053921,3,0
1507942054502,3,1
1507942055632,3,0
1507942056879,3,0
1507942058107,3,0
1507942058898,3,0
1507942061724,3,1
1507942071556,3,1
1507942073989,3,1
1507942100456,3,0
1507942106134,3,0
1507942109175,3,1
1507942110202,3,1
1507942114279,3,1
1507942150865,3,0
1507942171461,3,1
1507942174923,3,1
1507942175661,3,1
1507942230755,3,1
1507942230756,3,0
1507942230761,3,1
1507942230764,3,0
1507942230769,3,0
1507942230805,3,0
1507942231830,3,0
1507942233073,3,1
1507942233908,3,0
1507942234116,3,1
1507942235589,3,0
1507942235591,3,0
1507942235831,3,0
1507942283706,3,0
1507942283715,3,0
1507942283721,3,0
1507942284153,3,1
1507942284157,3,1
1507942284159,3,0
1507942284176,3,0
1507942284180,3,0
1507942284181,3,0
1507942284187,3,0
1507942295693,3,1
1507942302577,3,1
1507942311680,3,0
1507942312748,3,0
1507942313902,3,0
1507942314840,3,0
1507942315795,3,0
1507942316963,3,0
1507942369983,3,0
1507942370196,3,1
1507943013112,3,1
1507943014138,3,1
1507943015183,3,1
1507943016161,3,1
1507943017205,3,0
1507943018993,3,1
1507943020208,3,1
1507943022216,3,0
1507943032736,3,1
1507943033410,3,1
1507943036533,3,1
1507943037604,3,0
1507943039266,3,0
1507943040698,3,1
1507943041440,3,0
1507943042467,3,1
1507943044543,3,0
1507943054006,3,1
1507943055843,3,1
1507943058689,3,0
1507943058693,3,0
1507943060527,3,0
1507943062160,3,0
1507943064861,3,0
1507943066842,3,1
1507943067264,3,0
1507943134600,3,1
1507943135212,3,1
1507943136464,3,1
1507943139281,3,0
1507943241667,3,0
1507943345099,3,0
1507943345117,3,1
1507943345175,3,0
1507943345208,3,0
1507943372142,3,0
1507943373321,3,0
1507943374159,3,0
1507943375175,3,0
1507943377389,3,0
1507943379184,3,0
1507943380358,3,0
1507943381672,3,0
1507943382410,3,0
1507943383469,3,0
1507943392665,3,0
1507943393468,3,0
1507943395875,3,1
1507943397078,3,0
1507943424687,3,0
1507943426317,3,0
1507943427950,3,0
1507943433015,3,0
1507943435050,3,0
1507943435459,3,0
1507943435666,3,0
1507943438947,3,0
1507943440158,3,0
1507943440377,3,0
1507943442008,3,0
1507943442024,3,0
1507943442030,3,0
1507943442655,3,0
1507943646886,3,0
1507943647326,3,0
1507943647377,3,1
1507943650268,3,0
1507943650273,3,0
1507943732325,3,0
1507943733590,3,0
1507943734641,3,0
1507943735574,3,0
1507943736432,3,0
1507943737498,3,1
1507943739313,3,0
1507943740497,3,0
1507943741548,3,0
1507943742721,3,0
1507943743583,3,0
1507943752847,3,0
1507943753731,3,0
1507943755043,3,0
1507943755741,3,0
1507943759423,3,0
1507943760114,3,0
1507943765208,3,1
1507943769664,3,0
1507943773308,3,0
1507943776756,3,0
1507943783464,3,0
1507943784889,3,0
1507943786512,3,0
1507943795013,3,1
1507943796844,3,0
1507943798679,3,0
1507943799507,3,1
1507943801338,3,1
1507943801751,3,0
1507943804788,3,0
1507943804795,3,0
1507943852689,3,1
1507943854845,3,0
1507943855705,3,0
1507943856852,3,0
1507943858914,3,0
1507943861143,3,0
1507943861558,3,1
1507943861763,3,0
1507943865364,3,0
1507943874461,3,1
1507943918325,3,0
1507943920768,3,0
1507943921180,3,0
1507943924034,3,0
1507943924036,3,0
1507943924648,3,0
1507943932377,3,0
1507943973778,3,0
1507943974932,3,1
1507943975895,3,0
1507943976541,3,0
1507943977828,3,0
1507943978885,3,1
1507943981064,3,0
1507943981277,3,1
1507943981828,3,0
1507943982897,3,0
1507943983960,3,0
1507944096208,3,0
1507944096235,3,0
1507944096453,3,0
1507944096474,3,0
1507944096701,3,0
1507944096704,3,0
1507944096918,3,0
1507944097552,3,0
1507944101465,3,0
1507944102080,3,0
1507944102296,3,0
1507944102709,3,0
1507944104964,3,0
1507944110518,3,1
1507944110521,3,1
1507944110527,3,0
1507944110528,3,1
1507944113726,3,0
1507944114528,3,1
1507944115095,3,0
1507944116315,3,1
1507944117384,3,0
1507944119394,3,0
1507944121748,3,0
1507944122380,3,0
1507944123386,3,0
1507944125363,3,1
1507944125773,3,1
1507944229355,3,0
1507944230595,3,1
1507944231211,3,1
1507944231423,3,0
1507944231633,3,0
1507944234714,3,0
1507944246069,3,0
1507944248319,3,0
1507944248743,3,0
1507944249165,3,0
1507944249175,3,0
1507944249177,3,0
1507944249802,3,0
1507944249805,3,1
1507944290114,3,0
1507944290119,3,1
1507944290124,3,0
1507944290331,3,0
1507944290344,3,0
1507944290355,3,0
1507944290357,3,0
1507944290578,3,0
1507944290592,3,1
1507944290811,3,0
1507944290813,3,0
1507944290815,3,0
1507944511344,3,0
1507944511448,3,0
1507944511452,3,0
1507944512079,3,0
1507944512290,3,0
1507944512296,3,0
1507944513534,3,0
1507945052981,3,0
1507945066066,3,0
1507945173380,3,1
1507945178636,3,1
1507945184712,3,1
1507945193614,3,1
1507945194537,3,1
1507945198155,3,1
1507945198935,3,0
1507945200540,3,0
1507945202296,3,0
1507945211331,3,1
1507945211953,3,0
1507945212370,3,1
1507945221862,3,1
1507945222273,3,1
1507945222274,3,0
1507945222478,3,0
1507945222700,3,0
1507945223394,3,0
1507945224332,3,0
1507945225964,3,0
1507945225965,3,0
1507945226582,3,0
1507945226583,3,0
1507945228751,3,0
1507945294658,3,1
1507945295794,3,0
1507945296428,3,0
1507945297708,3,0
1507945298717,3,1
1507945301126,3,1
1507945303169,3,0
1507945303990,3,1
1507945306896,3,0
1507945315657,3,0
1507945315660,3,1
1507945319728,3,1
1507945320352,3,1
1507945327269,3,0
1507945332967,3,1
1507945336232,3,0
1507945336440,3,0
1507945344983,3,0
1507945346811,3,1
1507945347221,3,0
1507945353929,3,1
1507945354135,3,0
1507945354342,3,1
1507945354548,3,1
1507945355165,3,1
1507945358836,3,0
1507945359659,3,1
1507945361912,3,0
1507945413692,3,1
1507945416276,3,1
1507945416640,3,0
1507945417903,3,1
1507945418609,3,0
1507945420220,3,1
1507945423011,3,0
1507945423625,3,0
1507945425067,3,0
1507945426892,3,1
1507945436041,3,1
1507945438860,3,0
1507945440614,3,0
1507945441232,3,1
1507945443058,3,1
1507945444480,3,0
1507945444888,3,0
1507945457640,3,1
1507945461556,3,0
1507945463207,3,0
1507945467517,3,0
1507945467930,3,1
1507945468749,3,0
1507945468956,3,1
1507945469778,3,1
1507945473601,3,1
1507945536779,3,1
1507945537628,3,1
1507945541100,3,1
1507945542934,3,1
1507945543941,3,1
1507945544878,3,1
1507945553748,3,0
1507945559080,3,0
1507945561345,3,1
1507945562953,3,1
1507945564462,3,0
1507945575203,3,0
1507945577717,3,1
1507945578449,3,1
1507945585285,3,1
1507945585287,3,0
1507945585906,3,0
1507945586528,3,1
1507945586740,3,1
1507945586818,3,1
1507945588655,3,0
1507945653781,3,0
1507945655318,3,0
1507945655757,3,1
1507945656595,3,0
1507945662896,3,0
1507945666137,3,1
1507945668381,3,1
1507945685029,3,0
1507945685236,3,0
1507945689105,3,1
1507945689730,3,0
1507945690139,3,1
1507945691763,3,0
1507945736894,3,0
1507945736903,3,0
1507945737328,3,1
1507945737544,3,1
1507945737559,3,1
1507945737562,3,1
1507945737778,3,0
1507945738035,3,1
1507945750353,3,0
1507945751782,3,0
1507945753609,3,1
1507945755433,3,1
1507945773678,3,1
1507945774961,3,1
1507945778792,3,1
1507945779271,3,1
1507945779615,3,0
1507945795928,3,1
1507945796593,3,0
1507945796807,3,1
1507945798656,3,0
1507945798868,3,0
1507945799701,3,1
1507945802740,3,0
1507945804565,3,1
1507945811279,3,1
1507945812099,3,0
1507945815138,3,0
1507945818610,3,1
1507945819440,3,0
1507945819643,3,0
1507945820053,3,0
1507945822783,3,0
1507945853301,3,0
1507945853713,3,0
1507945853920,3,0
1507945855960,3,1
1507945899140,3,1
1507945901112,3,1
1507945904104,3,1
1507945914142,3,0
1507945921793,3,1
1507945923622,3,0
1507945925243,3,0
1507945925859,3,0
1507945926361,3,0
1507945928107,3,0
1507945939480,3,0
1507945939905,3,1
1507945940515,3,1
1507945941139,3,0
1507945943385,3,0
1507945943629,3,1
1507945945631,3,0
1507945946257,3,0
1507945972299,3,0
1507946014288,3,0
1507946018385,3,0
1507946019804,3,1
1507946020217,3,0
1507946021228,3,0
1507946022818,3,0
1507946023433,3,0
1507946024416,3,1
1507946036345,3,1
1507946064952,3,0
1507946090739,3,1
1507946091149,3,1
1507946091155,3,0
1507946091775,3,0
1507946092417,3,1
1507946092429,3,0
1507946092854,3,0
1507946093266,3,0
1507946093689,3,1
1507946093707,3,0
1507946094127,3,0
1507946415790,3,0
1507946417267,3,1
1507946421639,3,0
1507946422667,3,0
1507946422875,3,0
1507946494254,3,0
1507946495496,3,0
1507946496421,3,1
1507946497552,3,0
1507946499570,3,1
1507946501633,3,0
1507946502617,3,0
1507946509876,3,0
1507946510686,3,0
1507946510895,3,0
1507946515586,3,0
1507946545104,3,0
1507946545926,3,0
1507946550616,3,0
1507946551026,3,0
1507946553062,3,0
1507946554489,3,0
1507946557537,3,0
1507946557545,3,0
1507946586757,3,0
1507946586758,3,0
1507946586774,3,1
1507946586788,3,0
1507946586791,3,0
1507946586804,3,0
1507946586809,3,0
1507946587064,3,0
1507946615602,3,0
1507946617499,3,0
1507946620637,3,0
1507946622623,3,0
1507946623687,3,0
1507946624683,3,0
1507946625526,3,0
1507946634832,3,0
1507946635757,3,0
1507946636952,3,0
1507946639263,3,0
1507946640608,3,1
1507946641286,3,0
1507946641964,3,0
1507946642790,3,0
1507946644698,3,0
1507946647343,3,0
1507946647347,3,0
1507946649308,3,0
1507946658046,3,0
1507946659106,3,0
1507946659110,3,0
1507946684738,3,0
1507946684757,3,0
1507946684761,3,0
1507946684782,3,0
1507946684800,3,0
1507946685006,3,0
1507946685020,3,0
1507946685030,3,0
1507946685036,3,0
1507946734433,3,0
1507946735636,3,0
1507946736860,3,0
1507946737578,3,0
1507946738635,3,0
1507946740075,3,0
1507946741152,3,0
1507946741923,3,0
1507946742865,3,0
1507946743530,3,0
1507946745192,3,0
1507946746609,3,0
1507946756642,3,1
1507946789861,3,0
1507947455136,3,1
1507947462149,3,0
1507947463632,3,1
1507947463633,3,0
1507947463643,3,0
1507947463647,3,0
1507947463648,3,0
1507947463791,3,0
1507947464605,3,0
1507947464659,3,0
1507947465839,3,0
1507947469080,3,0
1507947476857,3,0
1507947476860,3,0
1507947478659,3,0
1507947479879,3,0
1507947484386,3,0
1507947485000,3,0
1507947485005,3,0
1507947485557,3,0
1507947486446,3,0
1507947495796,3,0
1507947499408,3,0
1507947502666,3,0
1507947504096,3,1
1507947515052,3,0
1507947516478,3,0
1507947516685,3,0
1507947517299,3,0
1507947517924,3,0
1507947518761,3,1
1507947576355,3,0
1507947577477,3,0
1507947578302,3,0
1507947580200,3,0
1507947582749,3,0
1507947583565,3,0
1507947588217,3,0
1507947588630,3,0
1507947588839,3,1
1507947589653,3,0
1507947597387,3,1
1507947600922,3,0
1507947600930,3,0
1507947602569,3,0
1507947603399,3,0
1507947603605,3,0
1507947604631,3,0
1507947605252,3,0
1507947605870,3,0
1507947606685,3,0
1507947607946,3,0
1507947609211,3,0
1507947617700,3,0
1507947670260,3,0
1507947670278,3,0
1507947670286,3,0
1507947670291,3,0
1507947670293,3,0
1507947670302,3,0
1507947670313,3,0
1507947670326,3,0
1507947704424,3,0
1507947706458,3,0
1507947716528,3,1
1507947717550,3,0
1507947718579,3,1
1507947719366,3,1
1507947720610,3,0
1507947774281,3,0
1507947774293,3,0
1507947774500,3,0
1507947774515,3,1
1507947774527,3,0
1507947774972,3,0
1507947775174,3,0
1507947775203,3,0
1507947775637,3,0
1507947775688,3,0
1507947775708,3,0
1507948228196,3,0
1507948229611,3,0
1507948255475,3,0
1507948257095,3,1
1507948258532,3,0
1507948295767,3,0
1507948297746,3,0
1507948297747,3,0
1507948298396,3,0
1507948299731,3,0
1507948301369,3,1
1507948307802,3,0
1507948357620,3,0
1507948357829,3,0
1507948370565,3,0
1507948370576,3,0
1507948370582,3,0
1507948371024,3,0
1507948371031,3,0
1507948371261,3,0
1507948371267,3,0
1507948371333,3,0
1507948375199,3,0
1507948375830,3,0
1507948376033,3,0
1507948418748,3,1
1507948424928,3,0
1507948426069,3,1
1507948426718,3,0
1507948437084,3,0
1507948515591,3,0
1507948515616,3,0
1507948515630,3,0
1507948515837,3,1
1507948516050,3,0
1507948516054,3,0
1507948516061,3,0
1507948516275,3,0
1507948516276,3,0
1507948782081,3,1
1507948782102,3,0
1507948782140,3,0
1507948782169,3,0
1507948782180,3,1
1507948782187,3,0
1507948782193,3,0
1507948840037,3,1
1507948840048,3,1
1507948840055,3,1
1507949857791,3,0
1507949858786,3,1
1507949864810,3,1
1507949865651,3,0
1507949866808,3,0
1507949867723,3,0
1507949876997,3,0
1507949877926,3,0
1507949879878,3,1
1507949880947,3,0
1507949882095,3,0
1507949885830,3,0
1507949887146,3,1
1507949891419,3,0
1507949892241,3,0
1507949893058,3,0
1507949893674,3,0
1507949897556,3,1
1507949898378,3,0
1507949901583,3,0
1507949906243,3,1
1507949906851,3,0
1507949911328,3,0
1507949912561,3,1
1507949914199,3,0
1507949917245,3,0
1507949976928,3,1
1507949979451,3,0
1507949979453,3,0
1507949982834,3,0
1507949983451,3,0
1507949983657,3,1
1507949983660,3,0
1507949985164,3,0
1507949986864,3,0
1507949988010,3,0
1507949996042,3,0
1507950010233,3,0
1507950012683,3,1
1507950040920,3,0
1507950042551,3,0
1507950044394,3,0
1507950044600,3,0
1507950044825,3,0
1507950045642,3,0
1507950046261,3,0
1507950047918,3,0
1507950048747,3,0
1507950048756,3,0
1507950048971,3,0
1507950048986,3,0
1507950049806,3,0
1507950050642,3,0
1507950379017,3,0
1507950379241,3,0
1507950382405,3,0
1507950384457,3,0
1507950385483,3,0
1507950457259,3,1
1507950458364,3,0
1507950462314,3,0
1507950462526,3,0
1507950464636,3,0
1507950464638,3,0
1507950464643,3,0
1507950464651,3,0
1507950465513,3,0
1507950468514,3,0
1507950468724,3,0
1507950470763,3,0
1507950489492,3,0
1507950495976,3,0
1507950497402,3,0
1507950500659,3,0
1507950513593,3,1
1507950514206,3,0
1507950514413,3,0
1507950516049,3,0
1507950519304,3,0
1507950520124,3,0
1507950520138,3,0
1507950520140,3,0
1507950520188,3,0
1507950557705,3,0
1507950557712,3,0
1507950557736,3,0
1507950557739,3,0
1507950557750,3,0
1507950557767,3,0
1507950557776,3,0
1507950557789,3,0
1507950557795,3,0
1507950557804,3,0
1507950577028,3,0
1507950578258,3,0
1507950579276,3,1
1507950580203,3,0
1507950581046,3,1
1507950583410,3,1
1507950584346,3,1
1507950585192,3,1
1507950586340,3,1
1507950588845,3,0
1507950597562,3,0
1507950598492,3,0
1507950599243,3,0
1507950601858,3,0
1507950602657,3,0
1507950603072,3,0
1507950604737,3,0
1507950606861,3,0
1507950608304,3,0
1507950608717,3,0
1507950611755,3,0
1507950611965,3,0
1507950618440,3,0
1507950621138,3,0
1507950624302,3,0
1507950624510,3,0
1507950626431,3,0
1507950626857,3,0
1507950629371,3,0
1507950630334,3,0
1507950630949,3,0
1507950632377,3,0
1507950658643,3,0
1507950698459,3,0
1507950699311,3,0
1507950701082,3,0
1507950701902,3,0
1507950708025,3,0
1507950708230,3,0
1507950709651,3,1
1507950710874,3,1
1507950710879,3,0
1507950710885,3,0
1507950721542,3,0
1507950723369,3,0
1507950723781,3,0
1507950728019,3,0
1507950728021,3,0
1507950728671,3,0
1507950730712,3,0
1507950732764,3,0
1507950743137,3,0
1507950745383,3,1
1507950748847,3,0
1507950752293,3,0
1507950752295,3,1
1507950752914,3,0
1507950755975,3,0
1507950757601,3,1
1507950759438,3,0
1507950761480,3,1
1507950761482,3,1
1507950818422,3,1
1507950819664,3,1
1507950821714,3,0
1507950822785,3,0
1507950826355,3,0
1507950828995,3,0
1507950840155,3,1
1507950840339,3,1
1507950842782,3,0
1507950843395,3,1
1507950851399,3,0
1507950853676,3,0
1507950858963,3,1
1507950860586,3,1
1507950861410,3,1
1507950863532,3,1
1507950863945,3,0
1507950865145,3,0
1507950866286,3,0
1507950869690,3,0
1507950876370,3,0
1507950938524,3,1
1507950939510,3,1
1507950943540,3,1
1507950945691,3,0
1507950946551,3,1
1507950947618,3,1
1507950948640,3,1
1507950957497,3,1
1507950960038,3,0
1507950960453,3,0
1507950964557,3,0
1507950968604,3,1
1507951020413,3,1
1507951021028,3,0
1507951025526,3,0
1507951027361,3,1
1507951028789,3,1
1507951030617,3,1
1507951059968,3,0
1507951061230,3,0
1507951062838,3,0
1507951063561,3,1
1507951070412,3,1
1507951070415,3,1
1507951079978,3,1
1507951080598,3,1
1507951081217,3,1
1507951082846,3,1
1507951085099,3,0
1507951086112,3,1
1507951087960,3,1
1507951088168,3,1
1507951088740,3,1
1507951118582,3,1
1507951122046,3,1
1507951124078,3,1
1507951126123,3,1
1507951127149,3,0
1507951127975,3,1
1507951128998,3,1
1507951129819,3,0
1507951130228,3,1
1507951130848,3,1
1507951182117,3,0
1507951184099,3,0
1507951187349,3,1
1507951189389,3,1
1507951189998,3,0
1507951191426,3,1
1507951276147,3,1
1507951276175,3,1
1507951276179,3,0
1507951276191,3,1
1507951276196,3,1
1507951276206,3,1
1507951308910,3,1
1507951319480,3,1
1507951325504,3,1
1507951328763,3,1
1507951341307,3,1
1507951346643,3,1
1507951347404,3,0
1507951358288,3,0
1507951362829,3,0
1507951367507,3,0
1507951369343,3,0
1507951370976,3,1
1507951419757,3,0
1507951420635,3,0
1507951422845,3,1
1507951423826,3,0
1507951427292,3,1
1507951427908,3,1
1507951430964,3,1
1507951439770,3,0
1507951442098,3,1
1507951443530,3,1
1507951446367,3,1
1507951450016,3,0
1507951458926,3,1
1507951460769,3,1
1507951461386,3,0
1507951464425,3,0
1507951472561,3,1
1507951477220,3,0
1507951478043,3,1
1507951480077,3,0
1507951480291,3,1
1507951480499,3,0
1507951482340,3,1
1507951482962,3,0
1507951537691,3,0
1507951540715,3,1
1507951541761,3,0
1507951543451,3,0
1507951545270,3,1
1507951545278,3,1
1507951546691,3,0
1507951549743,3,1
1507951587164,3,1
1507951589002,3,1
1507951589221,3,0
1507951590649,3,0
1507951592905,3,0
1507951594527,3,1
1507951597566,3,1
1507951597772,3,0
1507951600016,3,1
1507951605306,3,1
1507951607376,3,0
1507951608209,3,0
1507951608825,3,1
1507951609040,3,1
1507951609043,3,0
1507951609257,3,0
1507951610083,3,1
1507951658989,3,1
1507951663026,3,1
1507951666105,3,1
1507951668871,3,1
1507951678283,3,0
1507951679107,3,1
1507951683068,3,1
1507951683071,3,1
1507951683644,3,1
1507951684287,3,0
1507951685497,3,1
1507951690053,3,1
1507951692297,3,0
1507951700006,3,0
1507951703466,3,0
1507951706555,3,0
1507951714546,3,1
1507951777963,3,1
1507951781395,3,1
1507951783233,3,1
1507951783430,3,1
1507951784040,3,1
1507951785405,3,1
1507951786341,3,1
1507951787105,3,1
1507951789279,3,0
1507951799459,3,0
1507951799464,3,1
1507951803578,3,1
1507951804200,3,0
1507951807675,3,1
1507951807892,3,1
1507951810485,3,1
1507951820600,3,0
1507951823324,3,0
1507951823328,3,1
1507951826451,3,1
1507951829093,3,0
1507951830914,3,1
1507951834156,3,0
1507951836798,3,1
1507951899383,3,0
1507951900384,3,1
1507951901643,3,0
1507951903460,3,1
1507951908187,3,0
1507951910591,3,0
1507951924207,3,0
1507951924209,3,1
1507951924618,3,1
1507951925864,3,1
1507951931460,3,1
1507951934713,3,1
1507951936334,3,0
1507951936943,3,1
1507951942763,3,0
1507951947593,3,1
1507951947607,3,1
1507951947611,3,1
1507951952219,3,0
1507951956168,3,1
1507952021332,3,1
1507952026324,3,1
1507952038551,3,0
1507952039478,3,0
1507952041330,3,0
1507952041559,3,0
1507952045527,3,1
1507952048357,3,1
1507952048359,3,0
1507952103570,3,0
1507952103580,3,1
1507952104025,3,0
1507952104042,3,0
1507952104049,3,0
1507952104263,3,0
1507952104277,3,1
1507952104509,3,1
1507952104524,3,0
1507952104529,3,0
1507952104559,3,0
1507952138482,3,0
1507952139556,3,0
1507952140783,3,0
1507952141917,3,0
1507952351648,3,0
1507952351653,3,0
1507952351668,3,0
1507952351674,3,0
1507952351872,3,0
1507952352080,3,0
1507952352089,3,0
1507952378227,3,1
1507952384412,3,1
1507952386598,3,0
1507952387862,3,0
1507952389079,3,1
1507952398761,3,1
1507952399530,3,0
1507952403030,3,0
1507952403033,3,0
1507952404809,3,1
1507952405224,3,0
1507952406709,3,0
1507952409548,3,0
1507952409961,3,0
1507952410370,3,1
1507952411221,3,0
1507952419988,3,0
1507952446319,3,0
1507952447341,3,0
1507952448760,3,0
1507952450380,3,0
1507952450587,3,0
1507952452220,3,0
1507952455260,3,0
1507952455472,3,0
1507952455884,3,0
1507952456092,3,0
1507952500178,3,1
1507952500811,3,0
1507952502771,3,1
1507952578524,3,1
1507952578531,3,0
1507952578942,3,0
1507952581375,3,0
1507952582800,3,0
1507952584649,3,1
1507952618367,3,1
1507952620908,3,1
1507952621113,3,0
1507952621547,3,0
1507952632056,3,1
1507952632674,3,1
1507952633285,3,1
1507952696989,3,1
1507952697196,3,1
1507952697402,3,1
1507952698036,3,1
1507952699285,3,0
1507952700734,3,1
1507952742745,3,1
1507952745797,3,1
1507952749860,3,1
1507952758967,3,0
1507952759988,3,1
1507952760995,3,0
1507952764749,3,1
1507952764755,3,1
1507952765370,3,1
1507952770248,3,1
1507952776966,3,0
1507952779804,3,1
1507952840849,3,1
1507952841468,3,1
1507952841691,3,1
1507952841904,3,1
1507952841908,3,1
1507952842132,3,1
1507952842147,3,1
1507952842783,3,1
1507952858811,3,1
1507952863457,3,1
1507952864075,3,0
1507952864078,3,0
1507952864289,3,1
1507952865553,3,1
1507952866896,3,0
1507952869943,3,0
1507952870759,3,0
1507952885112,3,1
1507952887488,3,1
1507952913487,3,1
1507952914111,3,1
1507952916152,3,1
1507952918206,3,1
1507952958002,3,0
1507952983388,3,1
1507952983689,3,1
1507952984025,3,1
1507952984341,3,1
1507952987029,3,0
1507952989230,3,0
1507952989232,3,1
1507953007172,3,1
1507953009411,3,1
1507953011041,3,0
1507953012675,3,1
1507953018360,3,0
1507953021603,3,0
1507953023427,3,0
1507953026083,3,0
1507953029149,3,1
1507953029161,3,1
1507953029789,3,0
1507953030216,3,1
1507953030826,3,1
1507953036120,3,1
1507953037958,3,0
1507953098984,3,1
1507953101008,3,1
1507953107545,3,1
1507953107940,3,0
1507953109144,3,1
1507953118997,3,0
1507953120207,3,1
1507953171994,3,0
1507953171997,3,0
1507953172012,3,0
1507953819192,3,1
1507953821173,3,1
1507953822478,3,0
1507953823419,3,0
1507953824285,3,0
1507953826367,3,0
1507953827715,3,1
1507953828519,3,0
1507953829586,3,0
1507953830996,3,0
1507953839579,3,0
1507953840596,3,0
1507953842218,3,0
1507953845052,3,0
1507953845665,3,0
1507953846489,3,1
1507953856428,3,0
1507953857049,3,0
1507953857256,3,0
1507953861910,3,0
1507953862321,3,0
1507953868816,3,0
1507953869226,3,0
1507953871265,3,0
1507953873705,3,0
1507953875325,3,0
1507953878566,3,0
1507953878979,3,0
1507953879393,3,0
1507953882650,3,0
1507953939387,3,0
1507953940594,3,0
1507953941380,3,1
1507953942786,3,0
1507953944246,3,0
1507953944566,3,0
1507953946497,3,0
1507953946703,3,0
1507953947626,3,0
1507953948730,3,0
1507953950742,3,0
1507953952137,3,0
1507953960936,3,0
1507953963992,3,0
1507953966031,3,0
1507953977603,3,0
1507953979022,3,0
1507953981259,3,0
1507953983285,3,0
1507953983902,3,0
1507953986559,3,0
1507953986764,3,0
1507953988400,3,0
1507953992047,3,0
1507953998550,3,0
1507954002007,3,0
1507954002421,3,0
1507954002834,3,0
1507954004465,3,0
1507954009973,3,0
1507954059615,3,0
1507954061850,3,0
1507954061860,3,0
1507954063836,3,0
1507954064248,3,0
1507954064458,3,0
1507954066775,3,0
1507954067247,3,0
1507954067691,3,0
1507954070814,3,0
1507954072232,3,0
1507954072542,3,0
1507954078875,3,0
1507954080026,3,0
1507954085774,3,0
1507954085779,3,0
1507954091257,3,0
1507954096119,3,0
1507954097534,3,0
1507954099359,3,0
1507954102230,3,0
1507954102641,3,1
1507954113766,3,0
1507954117011,3,0
1507954118835,3,0
1507954144703,3,0
1507954144726,3,0
1507954144732,3,0
1507954144746,3,0
1507954144965,3,0
1507954145589,3,0
1507954145613,3,0
1507954145617,3,0
1507954145620,3,0
1507954145663,3,0
1507954179707,3,0
1507954180751,3,1
1507954182158,3,0
1507954182724,3,1
1507954184763,3,0
1507954186794,3,0
1507954187514,3,0
1507954188634,3,1
1507954189837,3,0
1507954190819,3,0
1507954200032,3,0
1507954200852,3,0
1507954202011,3,0
1507954203178,3,0
1507954203848,3,0
1507954205020,3,0
1507954206232,3,0
1507954208243,3,0
1507954210274,3,0
1507954211295,3,0
1507954211706,3,0
1507954212215,3,0
1507954220275,3,0
1507954221263,3,0
1507954223057,3,0
1507954233864,3,0
1507954233869,3,1
1507954235488,3,0
1507954235694,3,0
1507954236306,3,1
1507954236511,3,0
1507954238141,3,0
1507954239765,3,0
1507954241181,3,0
1507954299963,3,0
1507954300813,3,0
1507954301742,3,0
1507954303199,3,0
1507954304837,3,0
1507954304839,3,0
1507954307451,3,0
1507954307850,3,0
1507954307901,3,0
1507954309076,3,0
1507954311913,3,0
1507954312322,3,0
1507954321640,3,0
1507954322603,3,0
1507954322934,3,0
1507954324408,3,0
1507954326448,3,0
1507954333164,3,0
1507954333369,3,1
1507954334990,3,0
1507954336818,3,0
1507954338245,3,0
1507954339067,3,0
1507954339282,3,0
1507954343357,3,0
1507954370032,3,0
1507954370851,3,0
1507954370855,3,0
1507954371276,3,0
1507954371580,3,0
1507954371687,3,0
1507954371700,3,0
1507954371906,3,0
1507954372319,3,0
1507954419814,3,0
1507954421074,3,0
1507954432238,3,1
1507954432247,3,1
1507954432453,3,0
1507954432660,3,0
1507954433270,3,0
1507954433476,3,0
1507954442426,3,0
1507954444056,3,0
1507954444262,3,1
1507954445883,3,0
1507954446090,3,0
1507954446507,3,0
1507954447939,3,0
1507954448969,3,0
1507954452021,3,0
1507954453232,3,0
1507954455262,3,0
1507954460991,3,0
1507954464119,3,0
1507954465963,3,0
1507954466166,3,0
1507954469412,3,0
1507954469616,3,1
1507954471660,3,0
1507954472081,3,0
1507954475118,3,0
1507954476943,3,0
1507954480184,3,0
1507954545806,3,1
1507954550972,3,0
1507954560262,3,0
1507954562834,3,0
1507954563071,3,1
1507954564087,3,0
1507954565448,3,0
1507954567881,3,0
1507954570313,3,0
1507954578199,3,0
1507954584475,3,0
1507954584684,3,0
1507954625350,3,1
1507954625362,3,0
1507954625376,3,0
1507954625386,3,0
1507954625609,3,0
1507954625618,3,0
1507954625832,3,1
1507954625846,3,0
1507954625855,3,0
1507954626067,3,0
1507954626071,3,0
1507954901213,3,1
1507954909544,3,1
1507954910722,3,1
1507954911314,3,0
1507954922830,3,0
1507954923276,3,0
1507954924907,3,1
1507954926620,3,1
1507954929193,3,0
1507954930023,3,0
1507954932456,3,0
1507954933523,3,0
1507954933525,3,0
1507954933530,3,1
1507955146823,3,0
1507955148448,3,0
1507955149065,3,0
1507955149681,3,0
1507955154759,3,0
1507955185314,3,0
1507955189586,3,0
1507955203043,3,0
1507955203331,3,0
1507955203539,3,0
1507955203542,3,0
1507955203751,3,0
1507955203756,3,0
1507955203971,3,0
1507955203990,3,0
1507955203992,3,1
1507955203999,3,0
1507955249677,3,1
1507955249897,3,0
1507955249908,3,0
